genres_expanded_id,id,track_uri,track_name,artist_id,artist_name,artist_uri,key,level_7,genres_albums
14386,3OHfY25tqY28d16oZczHc8,spotify:track:3OHfY25tqY28d16oZczHc8,Kill Bill,7tYKF4w9nC0nq9CsPZTHyP,SZA,spotify:artist:7tYKF4w9nC0nq9CsPZTHyP,Kill Bill:SZA,0,pop
14387,3OHfY25tqY28d16oZczHc8,spotify:track:3OHfY25tqY28d16oZczHc8,Kill Bill,7tYKF4w9nC0nq9CsPZTHyP,SZA,spotify:artist:7tYKF4w9nC0nq9CsPZTHyP,Kill Bill:SZA,1,r&b
14388,7szBZqBJuj9eAC8HJ4CyTM,spotify:track:7szBZqBJuj9eAC8HJ4CyTM,That I Miss You,6ft7JnxMyZhp7N52qzHymY,Vansire,spotify:artist:6ft7JnxMyZhp7N52qzHymY,That I Miss You:Vansire,0,bedroom pop
14389,7szBZqBJuj9eAC8HJ4CyTM,spotify:track:7szBZqBJuj9eAC8HJ4CyTM,That I Miss You,6ft7JnxMyZhp7N52qzHymY,Vansire,spotify:artist:6ft7JnxMyZhp7N52qzHymY,That I Miss You:Vansire,1,indie pop
14390,7szBZqBJuj9eAC8HJ4CyTM,spotify:track:7szBZqBJuj9eAC8HJ4CyTM,That I Miss You,6ft7JnxMyZhp7N52qzHymY,Vansire,spotify:artist:6ft7JnxMyZhp7N52qzHymY,That I Miss You:Vansire,2,rochester mn indie
14391,49hWzL1qxBuLnhzb0IU7QN,spotify:track:49hWzL1qxBuLnhzb0IU7QN,The Creators,52eVN5OWWaV4fVShDeJIj3,Sahara Beck,spotify:artist:52eVN5OWWaV4fVShDeJIj3,The Creators:Sahara Beck,0,brisbane indie
14392,2teMWxI0AhcKHArtjumPzZ,spotify:track:2teMWxI0AhcKHArtjumPzZ,Lemonade,6hl5k4gLl1p3sjhHcb57t2,Circa Waves,spotify:artist:6hl5k4gLl1p3sjhHcb57t2,Lemonade:Circa Waves,0,britpop revival
14393,2teMWxI0AhcKHArtjumPzZ,spotify:track:2teMWxI0AhcKHArtjumPzZ,Lemonade,6hl5k4gLl1p3sjhHcb57t2,Circa Waves,spotify:artist:6hl5k4gLl1p3sjhHcb57t2,Lemonade:Circa Waves,1,english indie rock
14394,2teMWxI0AhcKHArtjumPzZ,spotify:track:2teMWxI0AhcKHArtjumPzZ,Lemonade,6hl5k4gLl1p3sjhHcb57t2,Circa Waves,spotify:artist:6hl5k4gLl1p3sjhHcb57t2,Lemonade:Circa Waves,2,indie rock
14395,2teMWxI0AhcKHArtjumPzZ,spotify:track:2teMWxI0AhcKHArtjumPzZ,Lemonade,6hl5k4gLl1p3sjhHcb57t2,Circa Waves,spotify:artist:6hl5k4gLl1p3sjhHcb57t2,Lemonade:Circa Waves,3,indie surf
14396,2teMWxI0AhcKHArtjumPzZ,spotify:track:2teMWxI0AhcKHArtjumPzZ,Lemonade,6hl5k4gLl1p3sjhHcb57t2,Circa Waves,spotify:artist:6hl5k4gLl1p3sjhHcb57t2,Lemonade:Circa Waves,4,liverpool indie
14397,2teMWxI0AhcKHArtjumPzZ,spotify:track:2teMWxI0AhcKHArtjumPzZ,Lemonade,6hl5k4gLl1p3sjhHcb57t2,Circa Waves,spotify:artist:6hl5k4gLl1p3sjhHcb57t2,Lemonade:Circa Waves,5,modern alternative rock
14398,2teMWxI0AhcKHArtjumPzZ,spotify:track:2teMWxI0AhcKHArtjumPzZ,Lemonade,6hl5k4gLl1p3sjhHcb57t2,Circa Waves,spotify:artist:6hl5k4gLl1p3sjhHcb57t2,Lemonade:Circa Waves,6,modern rock
14399,2teMWxI0AhcKHArtjumPzZ,spotify:track:2teMWxI0AhcKHArtjumPzZ,Lemonade,6hl5k4gLl1p3sjhHcb57t2,Circa Waves,spotify:artist:6hl5k4gLl1p3sjhHcb57t2,Lemonade:Circa Waves,7,rock
14400,7p4vHnYXkxlzvfePJVpcTr,spotify:track:7p4vHnYXkxlzvfePJVpcTr,Feels Like Summer,73sIBHcqh3Z3NyqHKZ7FOL,Childish Gambino,spotify:artist:73sIBHcqh3Z3NyqHKZ7FOL,Feels Like Summer:Childish Gambino,0,atl hip hop
14401,7p4vHnYXkxlzvfePJVpcTr,spotify:track:7p4vHnYXkxlzvfePJVpcTr,Feels Like Summer,73sIBHcqh3Z3NyqHKZ7FOL,Childish Gambino,spotify:artist:73sIBHcqh3Z3NyqHKZ7FOL,Feels Like Summer:Childish Gambino,1,hip hop
14402,7p4vHnYXkxlzvfePJVpcTr,spotify:track:7p4vHnYXkxlzvfePJVpcTr,Feels Like Summer,73sIBHcqh3Z3NyqHKZ7FOL,Childish Gambino,spotify:artist:73sIBHcqh3Z3NyqHKZ7FOL,Feels Like Summer:Childish Gambino,2,pop
14403,7p4vHnYXkxlzvfePJVpcTr,spotify:track:7p4vHnYXkxlzvfePJVpcTr,Feels Like Summer,73sIBHcqh3Z3NyqHKZ7FOL,Childish Gambino,spotify:artist:73sIBHcqh3Z3NyqHKZ7FOL,Feels Like Summer:Childish Gambino,3,rap
14404,3jtKSUiVDowKNBqVQbWaig,spotify:track:3jtKSUiVDowKNBqVQbWaig,Iktara,7HCqGPJcQTyGJ2yqntbuyr,Amit Trivedi,spotify:artist:7HCqGPJcQTyGJ2yqntbuyr,Iktara:Amit Trivedi,0,desi pop
