id,track_uri,track_name,artist_id,artist_name,artist_uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,key
5qlsGohL4JSjYFYnCsljHM,spotify:track:5qlsGohL4JSjYFYnCsljHM,Rung,5bxVbtf4t5k1QPmy0XDvgv,Shamoon Ismail,spotify:artist:5bxVbtf4t5k1QPmy0XDvgv,0.0416,0.791,0.424,1.61e-06,0.155,-9.757,0.0348,106.993,0.331,Rung:Shamoon Ismail
3kdlVcMVsSkbsUy8eQcBjI,spotify:track:3kdlVcMVsSkbsUy8eQcBjI,Let Go,3zaxUd86U92CdZkNa6NUo9,Ark Patrol,spotify:artist:3zaxUd86U92CdZkNa6NUo9,0.67,0.47,0.436,0.263,0.294,-10.228,0.0351,81.972,0.0389,Let Go:Ark Patrol
3FWIAl04a9ySFhk4HH15ov,spotify:track:3FWIAl04a9ySFhk4HH15ov,HEY BIG HEAD,2LIk90788K0zvyj2JJVwkJ,Jack Harlow,spotify:artist:2LIk90788K0zvyj2JJVwkJ,0.0376,0.846,0.554,0.00245,0.102,-5.856,0.0991,163.887,0.611,HEY BIG HEAD:Jack Harlow
76A1RRDEyHKtmV3Vh6PeVN,spotify:track:76A1RRDEyHKtmV3Vh6PeVN,Savage,2o5jDhtHVPhrJdv3cEQ99Z,Tiësto,spotify:artist:2o5jDhtHVPhrJdv3cEQ99Z,0.191,0.694,0.7,0.0,0.0719,-5.53,0.0488,127.965,0.261,Savage:Tiësto
2FFKV6oCX9srB2qqEREihU,spotify:track:2FFKV6oCX9srB2qqEREihU,Asmaan,01pFDtbY3k5uOmy0Pbg93C,Rovalio,spotify:artist:01pFDtbY3k5uOmy0Pbg93C,0.552,0.447,0.592,1.88e-05,0.091,-8.472,0.0648,109.689,0.114,Asmaan:Rovalio
6dqd8ZFcIqRXV2b6Km95iO,spotify:track:6dqd8ZFcIqRXV2b6Km95iO,Written Down in The Stars,25XZKnvJlYGzMYE0qty5OM,Kyra Mora,spotify:artist:25XZKnvJlYGzMYE0qty5OM,0.896,0.592,0.11,0.482,0.151,-19.419,0.041,70.029,0.0634,Written Down in The Stars:Kyra Mora
6Xv4Ew8Xx19ExmbAKLkf3m,spotify:track:6Xv4Ew8Xx19ExmbAKLkf3m,What Are You Doing,7qHrRu6nakwIjdSIbxU8yy,Meteoric Rise,spotify:artist:7qHrRu6nakwIjdSIbxU8yy,0.119,0.63,0.662,0.121,0.0605,-8.372,0.0333,90.013,0.182,What Are You Doing:Meteoric Rise
46RNrAkGsqWTDrv2ZPOAbx,spotify:track:46RNrAkGsqWTDrv2ZPOAbx,Moon Song,1r1uxoy19fzMxunt3ONAkG,Phoebe Bridgers,spotify:artist:1r1uxoy19fzMxunt3ONAkG,0.869,0.339,0.243,0.00369,0.107,-12.512,0.056,154.909,0.183,Moon Song:Phoebe Bridgers
6x3gud5JkOSGYJpRUYN1Gg,spotify:track:6x3gud5JkOSGYJpRUYN1Gg,Us vs. Them (feat. Gucci Mane),0VRj0yCOv2FXJNP47XQnx5,Quavo,spotify:artist:0VRj0yCOv2FXJNP47XQnx5,0.00124,0.726,0.508,0.0,0.204,-7.67,0.0869,149.979,0.173,Us vs. Them (feat. Gucci Mane):Quavo
0e7ipj03S05BNilyu5bRzt,spotify:track:0e7ipj03S05BNilyu5bRzt,rockstar (feat. 21 Savage),246dkjvS1zLTtiykXe5h60,Post Malone,spotify:artist:246dkjvS1zLTtiykXe5h60,0.124,0.585,0.52,7.01e-05,0.131,-6.136,0.0712,159.801,0.129,rockstar (feat. 21 Savage):Post Malone
6r9xnueU24r4eoG3HXC87E,spotify:track:6r9xnueU24r4eoG3HXC87E,Bestie,4r63FhuTkUYltbVAg5TQnk,DaBaby,spotify:artist:4r63FhuTkUYltbVAg5TQnk,0.0741,0.807,0.625,0.0,0.487,-6.67,0.351,146.031,0.871,Bestie:DaBaby
3V4vwQnWjeENDCZxZPNxcv,spotify:track:3V4vwQnWjeENDCZxZPNxcv,Aastana Hai Yeh Kis Shah-E-Zeshan Ka,5HcunTidTUrOaf8V0iJcvl,Nusrat Fateh Ali Khan,spotify:artist:5HcunTidTUrOaf8V0iJcvl,0.625,0.444,0.627,7.6e-05,0.366,-6.839,0.0845,79.478,0.652,Aastana Hai Yeh Kis Shah-E-Zeshan Ka:Nusrat Fateh Ali Khan
3hxIUxnT27p5WcmjGUXNwx,spotify:track:3hxIUxnT27p5WcmjGUXNwx,Shut up My Moms Calling,35WVTyRnKAoaGExqgktVyb,Hotel Ugly,spotify:artist:35WVTyRnKAoaGExqgktVyb,0.325,0.485,0.409,0.0,0.103,-10.711,0.101,138.419,0.376,Shut up My Moms Calling:Hotel Ugly
57CpA18ZC1kgVNAMeXVKvC,spotify:track:57CpA18ZC1kgVNAMeXVKvC,Streets (Slowed),4jrwvwAzzMNWrnQemTy711,she devil,spotify:artist:4jrwvwAzzMNWrnQemTy711,0.493,0.616,0.136,0.765,0.11,-21.119,0.0625,73.816,0.0987,Streets (Slowed):she devil
3iDqckYbWOx7fPiGJN7gQz,spotify:track:3iDqckYbWOx7fPiGJN7gQz,Moon Knight Official Trailer Music - Day 'N' Nite (Moon Knight Soundtrack),3VoJgO0bXokJU0yZyo5Bx9,Sh4d0wStrider,spotify:artist:3VoJgO0bXokJU0yZyo5Bx9,0.0822,0.624,0.626,0.567,0.384,-8.822,0.068,117.076,0.219,Moon Knight Official Trailer Music - Day 'N' Nite (Moon Knight Soundtrack):Sh4d0wStrider
6M0tj2hONdMEveSWg3JdQG,spotify:track:6M0tj2hONdMEveSWg3JdQG,Day ‘n’ Nite - Spotify Singles,4gzpq5DPGxSnKTe4SA8HAU,Coldplay,spotify:artist:4gzpq5DPGxSnKTe4SA8HAU,0.813,0.6,0.419,0.0141,0.099,-12.847,0.0348,116.043,0.237,Day ‘n’ Nite - Spotify Singles:Coldplay
5uvosCdMlFdTXhoazkTI5R,spotify:track:5uvosCdMlFdTXhoazkTI5R,Light My Fire,22WZ7M8sxp5THdruNY3gXt,The Doors,spotify:artist:22WZ7M8sxp5THdruNY3gXt,0.369,0.413,0.725,2.16e-05,0.0905,-5.787,0.0324,124.618,0.44,Light My Fire:The Doors
7MfshQhMBg6REb7uZN406C,spotify:track:7MfshQhMBg6REb7uZN406C,no plan,4UT4nU8WhvaejIoes2t7d8,webcage,spotify:artist:4UT4nU8WhvaejIoes2t7d8,0.0256,0.655,0.766,0.00729,0.274,-5.19,0.0348,130.016,0.232,no plan:webcage
7viVy4Pzl3vbISTFT0Y7BJ,spotify:track:7viVy4Pzl3vbISTFT0Y7BJ,"Never Let Me Go - MTV Unplugged, 2012",1moxjboGR7GNWYIMWsRjgG,Florence + The Machine,spotify:artist:1moxjboGR7GNWYIMWsRjgG,0.882,0.402,0.284,0.0,0.702,-10.722,0.0481,148.171,0.343,"Never Let Me Go - MTV Unplugged, 2012:Florence + The Machine"
7Hc3YL8oDiAzbiAW32KXrw,spotify:track:7Hc3YL8oDiAzbiAW32KXrw,Dive,0fA0VVWsXO9YnASrzqfmYu,Kid Cudi,spotify:artist:0fA0VVWsXO9YnASrzqfmYu,0.67,0.64,0.621,0.0,0.36,-8.269,0.0679,123.105,0.332,Dive:Kid Cudi
1o9D0rUusi2V5idyOEOPII,spotify:track:1o9D0rUusi2V5idyOEOPII,Sweet Dreams (Are Made of This),7hsdPMApV4JTkBUUL4ZWMk,Winati,spotify:artist:7hsdPMApV4JTkBUUL4ZWMk,0.399,0.815,0.647,0.0,0.0738,-7.162,0.218,125.95,0.182,Sweet Dreams (Are Made of This):Winati
31eWJ9mJ66tLwUtIqPbhh8,spotify:track:31eWJ9mJ66tLwUtIqPbhh8,Frozen,1dABGukgZ8XKKOdd2rVSHM,Lofi Fruits Music,spotify:artist:1dABGukgZ8XKKOdd2rVSHM,0.764,0.607,0.322,0.852,0.109,-16.725,0.0389,99.023,0.116,Frozen:Lofi Fruits Music
1cCbsojaA6GIT7Y3zuMJ1q,spotify:track:1cCbsojaA6GIT7Y3zuMJ1q,Nangs,5INjqkS1o8h1imAzPqGZBb,Tame Impala,spotify:artist:5INjqkS1o8h1imAzPqGZBb,0.159,0.536,0.526,0.847,0.128,-9.754,0.181,167.608,0.434,Nangs:Tame Impala
4dUOiTUovOCy91uztDlUp3,spotify:track:4dUOiTUovOCy91uztDlUp3,Favorite Peeps,0tC995Rfn9k2l7nqgCZsV7,Prateek Kuhad,spotify:artist:0tC995Rfn9k2l7nqgCZsV7,0.767,0.611,0.525,0.799,0.112,-9.683,0.0354,113.946,0.299,Favorite Peeps:Prateek Kuhad
65Ki57yTO2fXdtKPOaS15n,spotify:track:65Ki57yTO2fXdtKPOaS15n,Make You Mine - Acoustic,4vxaQs6vK54nK89J1VtLex,PUBLIC,spotify:artist:4vxaQs6vK54nK89J1VtLex,0.755,0.721,0.389,0.0,0.136,-8.558,0.0279,98.003,0.465,Make You Mine - Acoustic:PUBLIC
2m0M7YqCy4lXfedh18qd8N,spotify:track:2m0M7YqCy4lXfedh18qd8N,Into the Groove,6tbjWDEIzxoDsBA1FuhfPW,Madonna,spotify:artist:6tbjWDEIzxoDsBA1FuhfPW,0.0658,0.729,0.856,0.00832,0.0691,-4.164,0.035,116.467,0.804,Into the Groove:Madonna
1PckUlxKqWQs3RlWXVBLw3,spotify:track:1PckUlxKqWQs3RlWXVBLw3,About Damn Time,56oDRnqbIiwx4mymNEv7dS,Lizzo,spotify:artist:56oDRnqbIiwx4mymNEv7dS,0.0995,0.836,0.743,0.0,0.335,-6.305,0.0656,108.966,0.722,About Damn Time:Lizzo
2He3NOyqtLNE3RQPpeDdSb,spotify:track:2He3NOyqtLNE3RQPpeDdSb,Groove Is in the Heart,4eQJIXFEujzhTVVS1gIfu5,Deee-Lite,spotify:artist:4eQJIXFEujzhTVVS1gIfu5,0.0153,0.694,0.881,0.0196,0.0851,-4.053,0.0701,121.554,0.924,Groove Is in the Heart:Deee-Lite
4E2sMWXzxK3uYJerGbeUfp,spotify:track:4E2sMWXzxK3uYJerGbeUfp,Heaven,4GvEc3ANtPPjt1ZJllr5Zl,Bazzi,spotify:artist:4GvEc3ANtPPjt1ZJllr5Zl,0.145,0.798,0.575,2.23e-06,0.0601,-5.487,0.0351,114.989,0.685,Heaven:Bazzi
7IGvC2xqTwDdTUIGrtYTYG,spotify:track:7IGvC2xqTwDdTUIGrtYTYG,Yaad Sajan - Live,24X1z32aFn59XU4P9Vh9gP,Hadiqa Kiani,spotify:artist:24X1z32aFn59XU4P9Vh9gP,0.584,0.48,0.485,0.0197,0.205,-13.632,0.0529,93.811,0.845,Yaad Sajan - Live:Hadiqa Kiani
5bLGQqcpsz5ISWeihZfJnR,spotify:track:5bLGQqcpsz5ISWeihZfJnR,Are You Entertained (feat. Ed Sheeran),1z7b1Pr1rSlvWRzsW3HOrS,Russ,spotify:artist:1z7b1Pr1rSlvWRzsW3HOrS,0.0402,0.587,0.61,0.0,0.167,-6.881,0.234,130.063,0.556,Are You Entertained (feat. Ed Sheeran):Russ
4XvcHTUfIlWfyJTRG0aqlo,spotify:track:4XvcHTUfIlWfyJTRG0aqlo,2055,6EPlBSH2RSiettczlz7ihV,Sleepy Hallow,spotify:artist:6EPlBSH2RSiettczlz7ihV,0.492,0.829,0.512,0.0,0.12,-5.865,0.187,80.511,0.638,2055:Sleepy Hallow
2qib2ybgjMu1I50ZPjdDBJ,spotify:track:2qib2ybgjMu1I50ZPjdDBJ,Sanu Ek Pal Chain Na Aawe,5HcunTidTUrOaf8V0iJcvl,Nusrat Fateh Ali Khan,spotify:artist:5HcunTidTUrOaf8V0iJcvl,0.687,0.599,0.451,0.484,0.126,-10.024,0.0392,127.714,0.676,Sanu Ek Pal Chain Na Aawe:Nusrat Fateh Ali Khan
3xEtL2BOEJF00blaYjyRg5,spotify:track:3xEtL2BOEJF00blaYjyRg5,Seperate Ways,6Et1m4ITGVs524OB1tBr7Z,4am,spotify:artist:6Et1m4ITGVs524OB1tBr7Z,0.0105,0.566,0.811,2.42e-05,0.0802,-7.993,0.0399,135.01,0.205,Seperate Ways:4am
73QEmww7TRmy7zF3qV5DAE,spotify:track:73QEmww7TRmy7zF3qV5DAE,Dream Girl,73Np75Wv2tju61Eo9Zw4IR,Idina Menzel,spotify:artist:73Np75Wv2tju61Eo9Zw4IR,0.226,0.56,0.64,0.0,0.249,-5.371,0.0541,155.968,0.132,Dream Girl:Idina Menzel
6Ffu3RbeGb78BhcOMXBjGs,spotify:track:6Ffu3RbeGb78BhcOMXBjGs,Iffy,7bXgB6jMjp9ATFy66eO08Z,Chris Brown,spotify:artist:7bXgB6jMjp9ATFy66eO08Z,0.017,0.51,0.819,0.0,0.149,-5.648,0.221,195.157,0.479,Iffy:Chris Brown
6OlDE7BST5pqCv5RzotHji,spotify:track:6OlDE7BST5pqCv5RzotHji,Dil Mera,6QoCrBHsojKnOrsGNfRcTN,Talwiinder,spotify:artist:6QoCrBHsojKnOrsGNfRcTN,0.525,0.699,0.593,0.0,0.129,-10.307,0.0665,103.87,0.166,Dil Mera:Talwiinder
1tdcgxjvbBSAdOwzFUmdgm,spotify:track:1tdcgxjvbBSAdOwzFUmdgm,Boom,738wLrAtLtCtFOLvQBXOXp,Major Lazer,spotify:artist:738wLrAtLtCtFOLvQBXOXp,0.00283,0.704,0.784,0.0,0.419,-4.463,0.142,100.083,0.656,Boom:Major Lazer
7lg0XrvUawyMBRv13zwALu,spotify:track:7lg0XrvUawyMBRv13zwALu,Under The Knife,6Wr3hh341P84m3EI8qdn9O,Rise Against,spotify:artist:6Wr3hh341P84m3EI8qdn9O,0.000608,0.573,0.984,2.57e-06,0.0356,-3.846,0.0653,104.334,0.502,Under The Knife:Rise Against
4Oun2ylbjFKMPTiaSbbCih,spotify:track:4Oun2ylbjFKMPTiaSbbCih,WAP (feat. Megan Thee Stallion),4kYSro6naA4h99UJvo89HB,Cardi B,spotify:artist:4kYSro6naA4h99UJvo89HB,0.0194,0.935,0.454,0.0,0.0824,-7.509,0.375,133.073,0.357,WAP (feat. Megan Thee Stallion):Cardi B
3TrGBdNhvXVjWCQgfrtWuc,spotify:track:3TrGBdNhvXVjWCQgfrtWuc,Sunrise ~ The Breakfast Song (Vocals by Aoi Teshima),0pWDwAU3grBQc9GAIQOP2N,Satoshi Takebe,spotify:artist:0pWDwAU3grBQc9GAIQOP2N,0.901,0.884,0.228,0.00224,0.204,-13.167,0.0474,126.03,0.584,Sunrise ~ The Breakfast Song (Vocals by Aoi Teshima):Satoshi Takebe
6tKky3l379dnGe7F85ztrJ,spotify:track:6tKky3l379dnGe7F85ztrJ,The Bird and the Worm,55VydwMyCuGcavwPuhutPL,The Used,spotify:artist:55VydwMyCuGcavwPuhutPL,0.0742,0.299,0.933,1.21e-05,0.0723,-6.874,0.17,180.092,0.205,The Bird and the Worm:The Used
7ep7SI6MdEo81to9GLouIw,spotify:track:7ep7SI6MdEo81to9GLouIw,Times Won't Change Me,6hl5k4gLl1p3sjhHcb57t2,Circa Waves,spotify:artist:6hl5k4gLl1p3sjhHcb57t2,0.0506,0.57,0.648,8.12e-05,0.0835,-7.369,0.027,180.107,0.483,Times Won't Change Me:Circa Waves
2Xaw1RrXP3mdooKWysuRJ8,spotify:track:2Xaw1RrXP3mdooKWysuRJ8,Monster,53XhwfbYqKCa1cC15pYq2q,Imagine Dragons,spotify:artist:53XhwfbYqKCa1cC15pYq2q,0.167,0.472,0.774,0.000278,0.132,-5.383,0.0824,179.942,0.443,Monster:Imagine Dragons
66N0XT7yr2VuFxrMc8piUy,spotify:track:66N0XT7yr2VuFxrMc8piUy,Higher Ground,53XhwfbYqKCa1cC15pYq2q,Imagine Dragons,spotify:artist:53XhwfbYqKCa1cC15pYq2q,0.0411,0.694,0.657,0.0,0.146,-6.278,0.0994,122.208,0.61,Higher Ground:Imagine Dragons
1iQDltZqI7BXnHrFy4Qo1k,spotify:track:1iQDltZqI7BXnHrFy4Qo1k,Trampoline (with ZAYN),3KwmxIhSe9UTSEF37kwngR,SHAED,spotify:artist:3KwmxIhSe9UTSEF37kwngR,0.56,0.619,0.459,0.0,0.137,-5.782,0.0334,126.803,0.498,Trampoline (with ZAYN):SHAED
5VfEuwErhx6X4eaPbyBfyu,spotify:track:5VfEuwErhx6X4eaPbyBfyu,Intro,3iOvXCl6edW5Um0fXEBRXy,The xx,spotify:artist:3iOvXCl6edW5Um0fXEBRXy,0.459,0.617,0.778,0.925,0.128,-8.872,0.027,100.363,0.152,Intro:The xx
4j5gXarJqoiwh4ZIAqZcmh,spotify:track:4j5gXarJqoiwh4ZIAqZcmh,How Do You Love Somebody,2jnIB6XdLvnJUeNTy5A0J2,Why Don't We,spotify:artist:2jnIB6XdLvnJUeNTy5A0J2,0.0189,0.634,0.778,0.0,0.291,-4.135,0.0809,155.982,0.462,How Do You Love Somebody:Why Don't We
4kcuzPfVaPlElWRv9jNGHi,spotify:track:4kcuzPfVaPlElWRv9jNGHi,Get Down,4iMO20EPodreIaEl8qW66y,Still Woozy,spotify:artist:4iMO20EPodreIaEl8qW66y,0.296,0.761,0.553,1.74e-05,0.194,-8.318,0.156,87.487,0.367,Get Down:Still Woozy
5W3UniuRMkHHIpaiQo1hAW,spotify:track:5W3UniuRMkHHIpaiQo1hAW,Bad Intentions,63bCkf4n15jiKjHhLV7kSZ,Niykee Heaton,spotify:artist:63bCkf4n15jiKjHhLV7kSZ,0.26,0.747,0.716,0.0,0.0907,-5.071,0.0798,123.979,0.487,Bad Intentions:Niykee Heaton
1mRSA7bk3iEvAyKLXHL7bi,spotify:track:1mRSA7bk3iEvAyKLXHL7bi,Enta,4XL8KSBe0v3k483R9Tv49Q,DJ KABOO,spotify:artist:4XL8KSBe0v3k483R9Tv49Q,0.00367,0.658,0.786,0.104,0.0912,-6.414,0.0939,170.026,0.649,Enta:DJ KABOO
3Vi5XqYrmQgOYBajMWSvCi,spotify:track:3Vi5XqYrmQgOYBajMWSvCi,Need to Know,5cj0lLjcoR7YOSnhnX0Po5,Doja Cat,spotify:artist:5cj0lLjcoR7YOSnhnX0Po5,0.304,0.664,0.609,0.0,0.0926,-6.509,0.0707,130.041,0.194,Need to Know:Doja Cat
3hmqJ4TwWgG9ewRA5scrb4,spotify:track:3hmqJ4TwWgG9ewRA5scrb4,Turiya,3zLlUTuczHTGLHdMnYNYX9,ShiShi,spotify:artist:3zLlUTuczHTGLHdMnYNYX9,0.0691,0.744,0.845,0.0066,0.0962,-4.215,0.0728,118.009,0.27,Turiya:ShiShi
4LL5K6RPvbQz6CTcHvEwO0,spotify:track:4LL5K6RPvbQz6CTcHvEwO0,"10,000 Miles Away",6eRJO3blsSCpd0rKc3ylc1,The Seadogs,spotify:artist:6eRJO3blsSCpd0rKc3ylc1,0.725,0.712,0.822,0.0,0.06,-7.122,0.143,121.173,0.796,"10,000 Miles Away:The Seadogs"
1CsRoIeHaHRysPMoEaKRoQ,spotify:track:1CsRoIeHaHRysPMoEaKRoQ,Tum Mile - Lofi Flip,2GhRzK7XzixKuZYEEfUkBR,KSW,spotify:artist:2GhRzK7XzixKuZYEEfUkBR,0.218,0.711,0.579,0.053,0.32,-11.059,0.0363,114.96,0.21,Tum Mile - Lofi Flip:KSW
3m6HMeFX6GIlGPMBcLEN6t,spotify:track:3m6HMeFX6GIlGPMBcLEN6t,Grindin',6fOMl44jA4Sp5b9PpYCkzz,NF,spotify:artist:6fOMl44jA4Sp5b9PpYCkzz,0.194,0.677,0.732,0.0,0.0907,-6.86,0.171,110.085,0.32,Grindin':NF
18PrtmAcNMgZNy1edWuXGb,spotify:track:18PrtmAcNMgZNy1edWuXGb,A Sky Full of Stars,09AgPKJAS5Muco3pU4xh7k,Mother's Daughter,spotify:artist:09AgPKJAS5Muco3pU4xh7k,0.876,0.643,0.11,1.38e-05,0.112,-14.28,0.0294,101.995,0.152,A Sky Full of Stars:Mother's Daughter
2Gl0FzuLxflY6nPifJp5Dr,spotify:track:2Gl0FzuLxflY6nPifJp5Dr,First Time,23fqKkggKUBHNkbKtXEls4,Kygo,spotify:artist:23fqKkggKUBHNkbKtXEls4,0.197,0.633,0.592,0.0,0.099,-7.245,0.112,90.066,0.679,First Time:Kygo
11BIoKDpTJHX5mZt6p566h,spotify:track:11BIoKDpTJHX5mZt6p566h,New Level (feat. Future),5dHt1vcEm9qb8fCyLcB3HL,A$AP Ferg,spotify:artist:5dHt1vcEm9qb8fCyLcB3HL,0.0566,0.526,0.655,0.0,0.116,-4.208,0.326,121.127,0.156,New Level (feat. Future):A$AP Ferg
6HJxxqHWMdidwTVZmZWeHU,spotify:track:6HJxxqHWMdidwTVZmZWeHU,New Flesh,0m5FakHKCQdA7UN0PIzMcL,Current Joys,spotify:artist:0m5FakHKCQdA7UN0PIzMcL,0.887,0.62,0.594,0.5,0.0917,-16.066,0.0383,165.861,0.698,New Flesh:Current Joys
1M1HJZOQsAbk3ecF3FE8kG,spotify:track:1M1HJZOQsAbk3ecF3FE8kG,Chaap Tilak,4IodA7kOT3aXLU9by0lATP,Fareed Ayaz Abu Muhammad Qawwal,spotify:artist:4IodA7kOT3aXLU9by0lATP,0.93,0.33,0.711,0.000599,0.395,-2.247,0.0712,81.626,0.568,Chaap Tilak:Fareed Ayaz Abu Muhammad Qawwal
4eNOLmx8r2IJAVKvBBL1jv,spotify:track:4eNOLmx8r2IJAVKvBBL1jv,Headshot (feat. Polo G & Fivio Foreign),6jGMq4yGs7aQzuGsMgVgZR,Lil Tjay,spotify:artist:6jGMq4yGs7aQzuGsMgVgZR,0.0802,0.808,0.639,0.0,0.15,-7.266,0.279,118.0,0.395,Headshot (feat. Polo G & Fivio Foreign):Lil Tjay
0jANSH7OAAA1RAWifO47y7,spotify:track:0jANSH7OAAA1RAWifO47y7,Blinding Lights - Acoustic,7HXBbxW6YwU8lvgBew2p2A,Matt Johnson,spotify:artist:7HXBbxW6YwU8lvgBew2p2A,0.868,0.561,0.267,0.0,0.15,-10.564,0.0439,77.056,0.344,Blinding Lights - Acoustic:Matt Johnson
7uhINGViZPygI2AljxO8KN,spotify:track:7uhINGViZPygI2AljxO8KN,cold/mess,0tC995Rfn9k2l7nqgCZsV7,Prateek Kuhad,spotify:artist:0tC995Rfn9k2l7nqgCZsV7,0.309,0.509,0.477,0.0168,0.158,-6.571,0.0262,146.031,0.283,cold/mess:Prateek Kuhad
1UmFLqmTmgHoSyvss6Q7gw,spotify:track:1UmFLqmTmgHoSyvss6Q7gw,Serial Heartbreaker,5qa31A9HySw3T7MKWI9bGg,FLETCHER,spotify:artist:5qa31A9HySw3T7MKWI9bGg,0.11,0.587,0.873,0.00339,0.236,-4.395,0.0693,169.971,0.52,Serial Heartbreaker:FLETCHER
1F6IbA7di42uPc3cff8PXV,spotify:track:1F6IbA7di42uPc3cff8PXV,Flaming Hot Cheetos,3l0CmX0FuQjFxr8SK7Vqag,Clairo,spotify:artist:3l0CmX0FuQjFxr8SK7Vqag,0.865,0.817,0.551,0.000151,0.101,-9.33,0.133,109.966,0.142,Flaming Hot Cheetos:Clairo
2iYWAoxEzQG8LCPMrhaMoE,spotify:track:2iYWAoxEzQG8LCPMrhaMoE,Tu Ne Diwana Banaya,4EkSOXM6psqNE4w6j0tEEl,Abida Parveen,spotify:artist:4EkSOXM6psqNE4w6j0tEEl,0.475,0.73,0.751,0.000113,0.0904,-7.147,0.0563,136.846,0.93,Tu Ne Diwana Banaya:Abida Parveen
5932dbzLjkEdE7T8BGPL50,spotify:track:5932dbzLjkEdE7T8BGPL50,Blinding Lights - Chromatics Remix,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,0.00961,0.62,0.648,8.19e-05,0.063,-6.057,0.0665,171.064,0.728,Blinding Lights - Chromatics Remix:The Weeknd
6tDDoYIxWvMLTdKpjFkc1B,spotify:track:6tDDoYIxWvMLTdKpjFkc1B,telepatía,1U1el3k54VvEUzo3ybLPlM,Kali Uchis,spotify:artist:1U1el3k54VvEUzo3ybLPlM,0.112,0.653,0.524,0.0,0.203,-9.016,0.0502,83.97,0.553,telepatía:Kali Uchis
70W4DcfkpOkulzn9xH5WJI,spotify:track:70W4DcfkpOkulzn9xH5WJI,Wild Things - Remix,2wUjUUtkb5lvLKcGKsKqsR,Alessia Cara,spotify:artist:2wUjUUtkb5lvLKcGKsKqsR,0.00728,0.797,0.642,0.0,0.0741,-6.366,0.167,107.97,0.775,Wild Things - Remix:Alessia Cara
51LC4grIxWkwoAAx4WN0TG,spotify:track:51LC4grIxWkwoAAx4WN0TG,Noor,4tgxFlmtGx08MtTKWeqEuR,Amitabh Bachchan,spotify:artist:4tgxFlmtGx08MtTKWeqEuR,0.931,0.502,0.237,0.012,0.0945,-17.97,0.0872,119.967,0.177,Noor:Amitabh Bachchan
7dSZ6zGTQx66c2GF91xCrb,spotify:track:7dSZ6zGTQx66c2GF91xCrb,PROVENZA,790FomKkXshlbRYZFtlgla,KAROL G,spotify:artist:790FomKkXshlbRYZFtlgla,0.656,0.87,0.516,0.00823,0.11,-8.006,0.0541,111.005,0.53,PROVENZA:KAROL G
7MW0vSCN9g2T5eConVGEsO,spotify:track:7MW0vSCN9g2T5eConVGEsO,Water Witch,5fIZHCg2de8322HZodBDWL,The Secret Sisters,spotify:artist:5fIZHCg2de8322HZodBDWL,0.6,0.362,0.543,0.000329,0.101,-7.069,0.0386,179.443,0.354,Water Witch:The Secret Sisters
67BtfxlNbhBmCDR2L2l8qd,spotify:track:67BtfxlNbhBmCDR2L2l8qd,MONTERO (Call Me By Your Name),7jVv8c5Fj3E9VhNjxT4snq,Lil Nas X,spotify:artist:7jVv8c5Fj3E9VhNjxT4snq,0.297,0.61,0.508,0.0,0.384,-6.682,0.152,178.818,0.758,MONTERO (Call Me By Your Name):Lil Nas X
4LRPiXqCikLlN15c3yImP7,spotify:track:4LRPiXqCikLlN15c3yImP7,As It Was,6KImCVD70vtIoJWnq6nGn3,Harry Styles,spotify:artist:6KImCVD70vtIoJWnq6nGn3,0.342,0.52,0.731,0.00101,0.311,-5.338,0.0557,173.93,0.662,As It Was:Harry Styles
78T9DulqSBWqkaxczcGBfk,spotify:track:78T9DulqSBWqkaxczcGBfk,Man On The Moon,0fA0VVWsXO9YnASrzqfmYu,Kid Cudi,spotify:artist:0fA0VVWsXO9YnASrzqfmYu,0.638,0.649,0.659,2.71e-05,0.359,-8.924,0.066,90.991,0.497,Man On The Moon:Kid Cudi
6tuxI8MMx9T67pYjlMvgxG,spotify:track:6tuxI8MMx9T67pYjlMvgxG,Badunkadunk,2mqpBPOUDYAzgzeSi5XFrs,BLV,spotify:artist:2mqpBPOUDYAzgzeSi5XFrs,0.0388,0.765,0.704,0.0,0.124,-5.988,0.0626,107.988,0.386,Badunkadunk:BLV
4Tn2llBm1g0UlWctmgPL8Z,spotify:track:4Tn2llBm1g0UlWctmgPL8Z,Shut Up And Drive,5pKCCKE2ajJHZ9KAiaK11H,Rihanna,spotify:artist:5pKCCKE2ajJHZ9KAiaK11H,0.00101,0.735,0.826,0.129,0.197,-4.902,0.0349,132.964,0.74,Shut Up And Drive:Rihanna
4svZDCRz4cJoneBpjpx8DJ,spotify:track:4svZDCRz4cJoneBpjpx8DJ,I Did Something Bad,06HL4z0CvFAxyc27GXpf02,Taylor Swift,spotify:artist:06HL4z0CvFAxyc27GXpf02,0.0679,0.696,0.602,2.11e-05,0.0696,-6.156,0.159,82.989,0.305,I Did Something Bad:Taylor Swift
