id,track_uri,track_name,artist_id,artist_name,artist_uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,key
6jAyMqsMuu7NTmefJVE8Pc,spotify:track:6jAyMqsMuu7NTmefJVE8Pc,Half Moon,6qiGjRyN7TJ1GA2nXF68Hi,Blind Pilot,spotify:artist:6qiGjRyN7TJ1GA2nXF68Hi,0.164,0.54,0.535,0.00225,0.104,-8.909,0.0315,150.84,0.471,Half Moon:Blind Pilot
3CboywxfJIgvHqi2FF4exb,spotify:track:3CboywxfJIgvHqi2FF4exb,Loverboy,56OjNTX2bkrdGcB0staUOV,A-Wall,spotify:artist:56OjNTX2bkrdGcB0staUOV,0.649,0.604,0.466,0.0334,0.093,-10.093,0.0315,120.045,0.499,Loverboy:A-Wall
1Ob94QesoxHSBrypyBbdfd,spotify:track:1Ob94QesoxHSBrypyBbdfd,Shot Down,6LuN9FCkKOj5PcnpouEgny,Khalid,spotify:artist:6LuN9FCkKOj5PcnpouEgny,0.893,0.767,0.512,0.000223,0.103,-6.777,0.0591,123.921,0.489,Shot Down:Khalid
7uDE8BEhRLOdUaRuFw6VGR,spotify:track:7uDE8BEhRLOdUaRuFw6VGR,The Captain's Dead,3XquRQYlB1gXQkYdOV7S2x,Paddy And The Rats,spotify:artist:3XquRQYlB1gXQkYdOV7S2x,0.00104,0.533,0.976,7.8e-05,0.188,-1.818,0.0448,129.999,0.896,The Captain's Dead:Paddy And The Rats
6SkAUtqtV7DPMwMSBOxnch,spotify:track:6SkAUtqtV7DPMwMSBOxnch,Blinding Lights,2A5VOguZzXMBrg27MEUZcp,Twenty One Two,spotify:artist:2A5VOguZzXMBrg27MEUZcp,0.00233,0.496,0.824,6.64e-06,0.127,-5.949,0.034,171.009,0.502,Blinding Lights:Twenty One Two
05qCCJQJiOwvPQBb7akf1R,spotify:track:05qCCJQJiOwvPQBb7akf1R,Jamie All Over,3WfJ1OtrWI7RViX9DMyEGy,Mayday Parade,spotify:artist:3WfJ1OtrWI7RViX9DMyEGy,6.54e-05,0.426,0.868,0.0,0.0723,-3.702,0.047,149.042,0.402,Jamie All Over:Mayday Parade
66iP3U2QOKgevrnrbWk53S,spotify:track:66iP3U2QOKgevrnrbWk53S,"thank u, next",6MERXsiRbur2oJZFgYRDKz,Vitamin String Quartet,spotify:artist:6MERXsiRbur2oJZFgYRDKz,0.957,0.417,0.202,0.00862,0.0689,-10.881,0.0442,69.177,0.635,"thank u, next:Vitamin String Quartet"
6Z8R6UsFuGXGtiIxiD8ISb,spotify:track:6Z8R6UsFuGXGtiIxiD8ISb,Safe And Sound,4gwpcMTbLWtBUlOijbVpuu,Capital Cities,spotify:artist:4gwpcMTbLWtBUlOijbVpuu,0.000176,0.655,0.819,0.00374,0.104,-4.852,0.0316,117.956,0.766,Safe And Sound:Capital Cities
6BKeNWeUqxmvQ09Gxd3ZGX,spotify:track:6BKeNWeUqxmvQ09Gxd3ZGX,Know No Better,738wLrAtLtCtFOLvQBXOXp,Major Lazer,spotify:artist:738wLrAtLtCtFOLvQBXOXp,0.132,0.738,0.814,9.64e-06,0.126,-4.414,0.0999,119.041,0.483,Know No Better:Major Lazer
4eS6SJczn7yay78Spw3SPy,spotify:track:4eS6SJczn7yay78Spw3SPy,Do I Wanna Know? (triple j Like A Version),3CjlHNtplJyTf9npxaPl5w,CHVRCHES,spotify:artist:3CjlHNtplJyTf9npxaPl5w,0.0791,0.603,0.656,8.03e-05,0.199,-6.639,0.0449,174.029,0.664,Do I Wanna Know? (triple j Like A Version):CHVRCHES
57uX2vR9j9DNiANDYfXw1i,spotify:track:57uX2vR9j9DNiANDYfXw1i,Never Say Never,0zOcE3mg9nS6l3yxt1Y0bK,The Fray,spotify:artist:0zOcE3mg9nS6l3yxt1Y0bK,0.568,0.23,0.492,8.18e-06,0.176,-5.767,0.0317,160.139,0.262,Never Say Never:The Fray
2eJEWLQLjVXxsSHFvsPT85,spotify:track:2eJEWLQLjVXxsSHFvsPT85,Kabhi Na Kabhi,2DmMcw1UxHSzAEFrMY3r2D,Junaid Jamshed,spotify:artist:2DmMcw1UxHSzAEFrMY3r2D,0.00785,0.752,0.546,7.59e-05,0.0754,-10.836,0.142,79.774,0.606,Kabhi Na Kabhi:Junaid Jamshed
34bkeltN0CGAKzj4DRG4sX,spotify:track:34bkeltN0CGAKzj4DRG4sX,Crying on the Dancefloor,6eJa3zG1QZLRB3xgRuyxbm,Dayglow,spotify:artist:6eJa3zG1QZLRB3xgRuyxbm,0.00164,0.607,0.622,0.595,0.181,-8.238,0.0258,99.997,0.266,Crying on the Dancefloor:Dayglow
4LOERGk6nLbb9sLrmeCjmG,spotify:track:4LOERGk6nLbb9sLrmeCjmG,Amrit,6gWwKC0laX7pTPjNgrwvQR,Meesha Shafi,spotify:artist:6gWwKC0laX7pTPjNgrwvQR,0.415,0.553,0.357,0.000384,0.137,-9.53,0.0301,79.981,0.114,Amrit:Meesha Shafi
4sofJiicQwKsRo3S1vpt39,spotify:track:4sofJiicQwKsRo3S1vpt39,Turning Me Up (Hadal Ahbek),6dO0RkhFhjMwLtLQqNgL8r,Issam Alnajjar,spotify:artist:6dO0RkhFhjMwLtLQqNgL8r,0.144,0.744,0.816,8.51e-06,0.0902,-3.933,0.0372,120.062,0.748,Turning Me Up (Hadal Ahbek):Issam Alnajjar
27FjnefSYiOgaG6jhytdE2,spotify:track:27FjnefSYiOgaG6jhytdE2,Kaise Bataaoon,4fEkbug6kZzzJ8eYX6Kbbp,KK,spotify:artist:4fEkbug6kZzzJ8eYX6Kbbp,0.705,0.677,0.503,3.7e-06,0.104,-7.144,0.0524,107.693,0.37,Kaise Bataaoon:KK
3QqOcLtTU8zzlQRJCZzttP,spotify:track:3QqOcLtTU8zzlQRJCZzttP,C'est La Vie (with bbno$ & Rich Brian),2YOYua8FpudSEiB9s88IgQ,Yung Gravy,spotify:artist:2YOYua8FpudSEiB9s88IgQ,0.06,0.881,0.782,0.0,0.0616,-3.657,0.0803,142.119,0.774,C'est La Vie (with bbno$ & Rich Brian):Yung Gravy
01UeBfllW39eaKdiCw556R,spotify:track:01UeBfllW39eaKdiCw556R,Out Of My Mind,2HkeqbrT7lYnGoiw7tQBqr,Gentrammel,spotify:artist:2HkeqbrT7lYnGoiw7tQBqr,0.663,0.61,0.609,0.0,0.61,-7.193,0.0372,78.009,0.659,Out Of My Mind:Gentrammel
0PgYPBGqF6Wm5KFHQ81nq5,spotify:track:0PgYPBGqF6Wm5KFHQ81nq5,comethru (with Bea Miller),3gIRvgZssIb9aiirIg0nI3,Jeremy Zucker,spotify:artist:3gIRvgZssIb9aiirIg0nI3,0.572,0.757,0.192,0.0,0.606,-11.842,0.0515,94.024,0.595,comethru (with Bea Miller):Jeremy Zucker
3jMeoTAxDrZfkVxMmWcWCg,spotify:track:3jMeoTAxDrZfkVxMmWcWCg,Light of Mine,5CMaNobmJYgXcfiT0zYOwi,WHIPPED CREAM,spotify:artist:5CMaNobmJYgXcfiT0zYOwi,0.000529,0.56,0.973,0.53,0.155,-2.389,0.086,159.976,0.0749,Light of Mine:WHIPPED CREAM
5iyNH1Dmxif1k4Nl1gMeuh,spotify:track:5iyNH1Dmxif1k4Nl1gMeuh,Masakali,5GnnSrwNCGyfAU4zuIytiS,Mohit Chauhan,spotify:artist:5GnnSrwNCGyfAU4zuIytiS,0.138,0.678,0.622,2.32e-06,0.122,-7.988,0.0695,100.005,0.535,Masakali:Mohit Chauhan
5AiPk1WhVkVOouovFAtLFO,spotify:track:5AiPk1WhVkVOouovFAtLFO,BAAZ,1SlrUQlFRfExXSCkHsQgBc,JJ47,spotify:artist:1SlrUQlFRfExXSCkHsQgBc,0.102,0.58,0.444,0.0,0.0787,-10.488,0.586,74.762,0.297,BAAZ:JJ47
683GRHUicIXky5aU1aMfW9,spotify:track:683GRHUicIXky5aU1aMfW9,Mil Zara,01pFDtbY3k5uOmy0Pbg93C,Rovalio,spotify:artist:01pFDtbY3k5uOmy0Pbg93C,0.00476,0.58,0.879,0.0,0.132,-3.351,0.0388,169.97,0.187,Mil Zara:Rovalio
45RuoPxyyx8dMo3cPL7QwQ,spotify:track:45RuoPxyyx8dMo3cPL7QwQ,Maan Kunto Maula,4IodA7kOT3aXLU9by0lATP,Fareed Ayaz Abu Muhammad Qawwal,spotify:artist:4IodA7kOT3aXLU9by0lATP,0.905,0.483,0.805,3.15e-05,0.164,-7.523,0.41,114.894,0.636,Maan Kunto Maula:Fareed Ayaz Abu Muhammad Qawwal
48kpWTPYYy5Edp3CHwrrOj,spotify:track:48kpWTPYYy5Edp3CHwrrOj,COMPLETE MESS,5Rl15oVamLq7FbSb0NNBNy,5 Seconds of Summer,spotify:artist:5Rl15oVamLq7FbSb0NNBNy,0.0573,0.398,0.519,1.86e-05,0.191,-6.926,0.0315,81.377,0.133,COMPLETE MESS:5 Seconds of Summer
3v5WRAItrZgr5vCdW3vTmz,spotify:track:3v5WRAItrZgr5vCdW3vTmz,Retrograde (feat. 6LACK & Lucky Daye),6LuN9FCkKOj5PcnpouEgny,Khalid,spotify:artist:6LuN9FCkKOj5PcnpouEgny,0.0749,0.529,0.555,0.000223,0.0726,-6.259,0.0401,179.821,0.582,Retrograde (feat. 6LACK & Lucky Daye):Khalid
3csQ8JVWNQ3qrt1OswiPgt,spotify:track:3csQ8JVWNQ3qrt1OswiPgt,Dharkay Jiya,5QHScjNJhVCWz5VM3XMYZI,Call,spotify:artist:5QHScjNJhVCWz5VM3XMYZI,0.456,0.508,0.449,0.0,0.186,-9.483,0.0354,169.983,0.373,Dharkay Jiya:Call
2bL2gyO6kBdLkNSkxXNh6x,spotify:track:2bL2gyO6kBdLkNSkxXNh6x,Animals,04gDigrS5kc9YWfZHwBETP,Maroon 5,spotify:artist:04gDigrS5kc9YWfZHwBETP,0.000185,0.279,0.742,0.0,0.593,-6.46,0.0898,189.868,0.328,Animals:Maroon 5
7vvmU5ayTrVWiNVxiwHLQI,spotify:track:7vvmU5ayTrVWiNVxiwHLQI,Kaafizyada,5z64uWhlp31wS6DysFX99p,Udbhav,spotify:artist:5z64uWhlp31wS6DysFX99p,0.795,0.711,0.465,0.0115,0.213,-10.275,0.0331,121.016,0.534,Kaafizyada:Udbhav
3Ueq2zboxwAbsvHrOjdEqz,spotify:track:3Ueq2zboxwAbsvHrOjdEqz,MIA,4q3ewBCX7sLwd24euuV69X,Bad Bunny,spotify:artist:4q3ewBCX7sLwd24euuV69X,0.0141,0.817,0.539,0.000496,0.099,-6.349,0.0621,97.061,0.158,MIA:Bad Bunny
1lO9CZo6eDrOy0S7khgryG,spotify:track:1lO9CZo6eDrOy0S7khgryG,No Regrets (feat. Don Toliver),7dGJo4pcD2V6oG8kP0tJRR,Eminem,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,0.0048,0.756,0.747,0.00536,0.588,-5.407,0.046,134.935,0.0687,No Regrets (feat. Don Toliver):Eminem
02nTpchENdZ4Nm8AfTmrFv,spotify:track:02nTpchENdZ4Nm8AfTmrFv,Conceited,08PvCOlef4xdOr20jFSTPd,Flo Milli,spotify:artist:08PvCOlef4xdOr20jFSTPd,0.0634,0.978,0.683,5.88e-05,0.523,-5.743,0.0981,118.041,0.419,Conceited:Flo Milli
2ochlNu8xd3kD6ac1Ek4iO,spotify:track:2ochlNu8xd3kD6ac1Ek4iO,Meet Me At Our Spot,7naAJDAh7AZnf18YYfQruM,Christian French,spotify:artist:7naAJDAh7AZnf18YYfQruM,0.227,0.6,0.667,0.00067,0.148,-6.452,0.0319,77.983,0.722,Meet Me At Our Spot:Christian French
3WXhshrs1fzwF3rQE399Gq,spotify:track:3WXhshrs1fzwF3rQE399Gq,Kill V. Maim,053q0ukIDRgzwTr4vNSwab,Grimes,spotify:artist:053q0ukIDRgzwTr4vNSwab,0.00744,0.578,0.947,0.0816,0.105,-2.431,0.0359,134.033,0.456,Kill V. Maim:Grimes
3ZCTVFBt2Brf31RLEnCkWJ,spotify:track:3ZCTVFBt2Brf31RLEnCkWJ,everything i wanted,6qqNVTkY8uBg9cP3Jd7DAH,Billie Eilish,spotify:artist:6qqNVTkY8uBg9cP3Jd7DAH,0.902,0.704,0.225,0.657,0.106,-14.454,0.0994,120.006,0.243,everything i wanted:Billie Eilish
3p94RpSxQdZocUfrzpemmm,spotify:track:3p94RpSxQdZocUfrzpemmm,El Dorado,5yw4tA8D5uG7tT3NaDvq10,Stellar,spotify:artist:5yw4tA8D5uG7tT3NaDvq10,0.132,0.744,0.714,0.0,0.262,-6.09,0.0333,119.964,0.614,El Dorado:Stellar
5A0Swrynpx7ALauNv08nBe,spotify:track:5A0Swrynpx7ALauNv08nBe,Drunk On Love,5pKCCKE2ajJHZ9KAiaK11H,Rihanna,spotify:artist:5pKCCKE2ajJHZ9KAiaK11H,0.0748,0.655,0.873,0.000454,0.401,-3.609,0.0579,100.391,0.153,Drunk On Love:Rihanna
5mVDhLnXTHlBWJnMHXa9Qs,spotify:track:5mVDhLnXTHlBWJnMHXa9Qs,Halo,0LmmhAkoebSsbFfgCybcGI,Lotte Kestner,spotify:artist:0LmmhAkoebSsbFfgCybcGI,0.952,0.576,0.121,0.00111,0.1,-17.343,0.036,116.826,0.063,Halo:Lotte Kestner
7LzouaWGFCy4tkXDOOnEyM,spotify:track:7LzouaWGFCy4tkXDOOnEyM,Liar,4nDoRrQiYLoBzwC5BhVJzF,Camila Cabello,spotify:artist:4nDoRrQiYLoBzwC5BhVJzF,0.0169,0.74,0.498,0.00282,0.319,-6.684,0.0456,98.016,0.652,Liar:Camila Cabello
59o2b2BGgziNyPx9f3xnhA,spotify:track:59o2b2BGgziNyPx9f3xnhA,Angel of Small Death and the Codeine Scene - Live From Spotify London,2FXC3k01G6Gw61bmprjgqS,Hozier,spotify:artist:2FXC3k01G6Gw61bmprjgqS,0.928,0.594,0.2,0.0,0.673,-10.472,0.0622,92.821,0.415,Angel of Small Death and the Codeine Scene - Live From Spotify London:Hozier
2t7Caefxz7HfyTRyN5VsOL,spotify:track:2t7Caefxz7HfyTRyN5VsOL,Tu Kuja Man Kuja - Complete Original Recording,5HcunTidTUrOaf8V0iJcvl,Nusrat Fateh Ali Khan,spotify:artist:5HcunTidTUrOaf8V0iJcvl,0.354,0.334,0.727,0.0,0.835,-6.815,0.0712,107.107,0.589,Tu Kuja Man Kuja - Complete Original Recording:Nusrat Fateh Ali Khan
2jPbjvYVWWzQNkMLKP30nX,spotify:track:2jPbjvYVWWzQNkMLKP30nX,no way out,5EjK7aUvQ9LMNqc2zXiWLS,Ivri,spotify:artist:5EjK7aUvQ9LMNqc2zXiWLS,0.218,0.566,0.578,0.778,0.16,-7.952,0.028,99.945,0.578,no way out:Ivri
02VBYrHfVwfEWXk5DXyf0T,spotify:track:02VBYrHfVwfEWXk5DXyf0T,Leave The Door Open,0du5cEVh5yTK9QJze8zA0C,Bruno Mars,spotify:artist:0du5cEVh5yTK9QJze8zA0C,0.182,0.586,0.616,0.0,0.0927,-7.964,0.0324,148.088,0.719,Leave The Door Open:Bruno Mars
7wZc7nmPQIoJ4xTW0iJcAd,spotify:track:7wZc7nmPQIoJ4xTW0iJcAd,Keeper,66YGDwn22fjphzqGCSIbbK,Reignwolf,spotify:artist:66YGDwn22fjphzqGCSIbbK,0.0469,0.277,0.838,7.81e-06,0.152,-7.233,0.168,133.863,0.227,Keeper:Reignwolf
4jYt1pQqg2mIZmY4FWCZEM,spotify:track:4jYt1pQqg2mIZmY4FWCZEM,Record Player (with AJR),0SrIPejckovMwhrN3MZFPB,Daisy the Great,spotify:artist:0SrIPejckovMwhrN3MZFPB,0.247,0.665,0.684,0.0,0.0636,-7.049,0.106,73.986,0.927,Record Player (with AJR):Daisy the Great
45pUWUeEWGoSdH6UF162G8,spotify:track:45pUWUeEWGoSdH6UF162G8,Broke Boys,3TVXtAsR1Inumwj472S9r4,Drake,spotify:artist:3TVXtAsR1Inumwj472S9r4,0.0104,0.642,0.533,0.000108,0.251,-7.45,0.266,120.041,0.112,Broke Boys:Drake
731vxZpBMap84vDSqyJjf0,spotify:track:731vxZpBMap84vDSqyJjf0,Players - DJ Smallz 732 - Jersey Club Remix,6AMd49uBDJfhf30Ak2QR5s,Coi Leray,spotify:artist:6AMd49uBDJfhf30Ak2QR5s,0.101,0.926,0.557,0.0165,0.0817,-8.322,0.103,136.018,0.716,Players - DJ Smallz 732 - Jersey Club Remix:Coi Leray
6DB2KOEwHnjkgEnBt5SdeJ,spotify:track:6DB2KOEwHnjkgEnBt5SdeJ,Mask Off (feat. Kendrick Lamar) - Remix,1RyvyyTE3xzB2ZywiAwp0i,Future,spotify:artist:1RyvyyTE3xzB2ZywiAwp0i,0.0111,0.727,0.431,0.0166,0.506,-12.007,0.395,150.005,0.223,Mask Off (feat. Kendrick Lamar) - Remix:Future
6JikuKcWFuPPC4MyKfvkHQ,spotify:track:6JikuKcWFuPPC4MyKfvkHQ,Desperate Measures,68EB3QvNdVLkC7SAgDbHIR,Marianas Trench,spotify:artist:68EB3QvNdVLkC7SAgDbHIR,0.129,0.622,0.835,0.0,0.371,-5.308,0.0532,126.043,0.606,Desperate Measures:Marianas Trench
5Gl780bmLH2msWJ8kgCINq,spotify:track:5Gl780bmLH2msWJ8kgCINq,Duur,2fizRsm6KDWZvysU00yZrX,Strings,spotify:artist:2fizRsm6KDWZvysU00yZrX,0.0148,0.624,0.804,0.00326,0.0867,-7.602,0.044,117.885,0.616,Duur:Strings
2zg2PTySWOzdsSdKrUvzx7,spotify:track:2zg2PTySWOzdsSdKrUvzx7,"Gal Ik Nuqte Vich Mukdi, Vol. 25",1Lza6GXuydFnvOu0wSihEt,Farukh Fateh Ali Khan,spotify:artist:1Lza6GXuydFnvOu0wSihEt,0.544,0.408,0.828,2.55e-05,0.643,-8.5,0.177,106.313,0.458,"Gal Ik Nuqte Vich Mukdi, Vol. 25:Farukh Fateh Ali Khan"
1I4lCSP69P74nU3a6Su5L2,spotify:track:1I4lCSP69P74nU3a6Su5L2,Jiggle Jiggle,3jNm5wvIx1eR5NDdXhMkNV,Duke & Jones,spotify:artist:3jNm5wvIx1eR5NDdXhMkNV,0.458,0.864,0.412,0.00087,0.124,-5.886,0.273,99.992,0.654,Jiggle Jiggle:Duke & Jones
0wshkEEcJUQU33RSRBb5dv,spotify:track:0wshkEEcJUQU33RSRBb5dv,BackOutsideBoyz,3TVXtAsR1Inumwj472S9r4,Drake,spotify:artist:3TVXtAsR1Inumwj472S9r4,0.0407,0.849,0.433,0.0,0.388,-8.434,0.316,142.11,0.395,BackOutsideBoyz:Drake
2PoqubfYq2Cl0nUyrrTht6,spotify:track:2PoqubfYq2Cl0nUyrrTht6,Swimming In The Moonlight,0YhUSm86okLWldQVwJkLlP,Bad Suns,spotify:artist:0YhUSm86okLWldQVwJkLlP,0.0322,0.662,0.904,0.00068,0.279,-4.611,0.0472,129.945,0.696,Swimming In The Moonlight:Bad Suns
35seOt4wMvu7gWzYFwqNGh,spotify:track:35seOt4wMvu7gWzYFwqNGh,Grapefruit,4NHQUGzhtTLFvgF5SZesLK,Tove Lo,spotify:artist:4NHQUGzhtTLFvgF5SZesLK,0.00134,0.724,0.684,0.000441,0.151,-5.129,0.0342,105.0,0.163,Grapefruit:Tove Lo
2RQWBj4QohAIHJiUPGgcHl,spotify:track:2RQWBj4QohAIHJiUPGgcHl,My Friend John,3M4ThdJR28z9eSMcQHAZ5G,The Fratellis,spotify:artist:3M4ThdJR28z9eSMcQHAZ5G,0.000857,0.482,0.9,0.0,0.129,-3.355,0.0618,142.839,0.631,My Friend John:The Fratellis
22TFAU0e7WHAQFGzwneu1e,spotify:track:22TFAU0e7WHAQFGzwneu1e,World Cup,2DZw407Bgg2Hu9E6NDgRTb,IShowSpeed,spotify:artist:2DZw407Bgg2Hu9E6NDgRTb,0.181,0.41,0.82,0.0,0.679,-4.252,0.376,81.202,0.303,World Cup:IShowSpeed
0lYBSQXN6rCTvUZvg9S0lU,spotify:track:0lYBSQXN6rCTvUZvg9S0lU,Let Me Love You,540vIaP2JwjQb9dm3aArA4,DJ Snake,spotify:artist:540vIaP2JwjQb9dm3aArA4,0.0863,0.649,0.716,2.63e-05,0.135,-5.371,0.0349,99.988,0.163,Let Me Love You:DJ Snake
6bpq1jGkVz66Q3LYeoXdjZ,spotify:track:6bpq1jGkVz66Q3LYeoXdjZ,SCOOP (feat. Doja Cat),7jVv8c5Fj3E9VhNjxT4snq,Lil Nas X,spotify:artist:7jVv8c5Fj3E9VhNjxT4snq,0.0427,0.841,0.527,1.54e-06,0.12,-8.116,0.149,163.975,0.582,SCOOP (feat. Doja Cat):Lil Nas X
5taqLrLouA4vCjM7ZQpEtW,spotify:track:5taqLrLouA4vCjM7ZQpEtW,ooh la la (feat. Greg Nice & DJ Premier),4RnBFZRiMLRyZy0AzzTg2C,Run The Jewels,spotify:artist:4RnBFZRiMLRyZy0AzzTg2C,0.157,0.686,0.824,0.0,0.242,-5.413,0.34,170.079,0.405,ooh la la (feat. Greg Nice & DJ Premier):Run The Jewels
3FeVmId7tL5YN8B7R3imoM,spotify:track:3FeVmId7tL5YN8B7R3imoM,My Universe,4gzpq5DPGxSnKTe4SA8HAU,Coldplay,spotify:artist:4gzpq5DPGxSnKTe4SA8HAU,0.00813,0.588,0.701,0.0,0.2,-6.39,0.0402,104.988,0.443,My Universe:Coldplay
1lgN0A2Vki2FTON5PYq42m,spotify:track:1lgN0A2Vki2FTON5PYq42m,Warriors,53XhwfbYqKCa1cC15pYq2q,Imagine Dragons,spotify:artist:53XhwfbYqKCa1cC15pYq2q,0.0964,0.365,0.851,0.003,0.238,-6.238,0.065,78.068,0.309,Warriors:Imagine Dragons
1SShxVVBeZBCY7WddnksPz,spotify:track:1SShxVVBeZBCY7WddnksPz,Gypsy Woman (She's Homeless) (La Da Dee La Da Da) - Basement Boy Strip To The Bone Mix,2sd9Q3r0Jhqpe3w9WVuG43,Crystal Waters,spotify:artist:2sd9Q3r0Jhqpe3w9WVuG43,0.000779,0.484,0.641,0.278,0.0738,-12.612,0.0377,119.981,0.181,Gypsy Woman (She's Homeless) (La Da Dee La Da Da) - Basement Boy Strip To The Bone Mix:Crystal Waters
1aOYWQ93wuD51QArtupMa5,spotify:track:1aOYWQ93wuD51QArtupMa5,Jackboot Jump - Live,2FXC3k01G6Gw61bmprjgqS,Hozier,spotify:artist:2FXC3k01G6Gw61bmprjgqS,0.0275,0.38,0.958,0.000122,0.848,-4.283,0.107,104.468,0.663,Jackboot Jump - Live:Hozier
4zDfgax6Ihb0UWdour1ZEs,spotify:track:4zDfgax6Ihb0UWdour1ZEs,Zero To Hero,2pLvZNFSNqj5ggB8cPK7ki,Chorus - Hercules,spotify:artist:2pLvZNFSNqj5ggB8cPK7ki,0.493,0.474,0.82,0.0,0.0978,-7.699,0.243,164.718,0.697,Zero To Hero:Chorus - Hercules
5jbDih9bLGmI8ycUKkN5XA,spotify:track:5jbDih9bLGmI8ycUKkN5XA,Perfect,4xRYI6VqpkE3UwrDrAZL8L,Logic,spotify:artist:4xRYI6VqpkE3UwrDrAZL8L,0.00948,0.769,0.829,6.65e-05,0.301,-5.228,0.0661,159.943,0.648,Perfect:Logic
4Sfa7hdVkqlM8UW5LsSY3F,spotify:track:4Sfa7hdVkqlM8UW5LsSY3F,Take a Walk,7gjAu1qr5C2grXeQFFOGeh,Passion Pit,spotify:artist:7gjAu1qr5C2grXeQFFOGeh,0.0338,0.566,0.755,0.0,0.315,-5.526,0.0368,101.006,0.445,Take a Walk:Passion Pit
0QQIhT6PtJ5glyn4HKNKQ6,spotify:track:0QQIhT6PtJ5glyn4HKNKQ6,All the Pretty Girls,7jdFEYD2LTYjfwxOdlVjmc,KALEO,spotify:artist:7jdFEYD2LTYjfwxOdlVjmc,0.626,0.466,0.496,6.22e-06,0.117,-6.606,0.0302,74.747,0.352,All the Pretty Girls:KALEO
3Ca24oa8tofPtGYuULHXHI,spotify:track:3Ca24oa8tofPtGYuULHXHI,Booty (feat. Latto),2NfwGBr2swqZ1rzE3kAV23,Saucy Santana,spotify:artist:2NfwGBr2swqZ1rzE3kAV23,0.16,0.876,0.563,0.0,0.365,-6.035,0.171,108.045,0.711,Booty (feat. Latto):Saucy Santana
7KwZNVEaqikRSBSpyhXK2j,spotify:track:7KwZNVEaqikRSBSpyhXK2j,Hypnotize - 2014 Remaster,5me0Irg2ANcsgc93uaYrpb,The Notorious B.I.G.,spotify:artist:5me0Irg2ANcsgc93uaYrpb,0.145,0.901,0.697,0.0,0.287,-3.439,0.28,93.941,0.67,Hypnotize - 2014 Remaster:The Notorious B.I.G.
5hQRNdaLnqlFYhBiVFMptc,spotify:track:5hQRNdaLnqlFYhBiVFMptc,Do Or Die,1zLMhO4zzzxt5PMV4wMS3y,Keanu Silva,spotify:artist:1zLMhO4zzzxt5PMV4wMS3y,0.0973,0.765,0.796,2.86e-05,0.222,-6.066,0.0898,125.971,0.475,Do Or Die:Keanu Silva
2Pxzfzd1jaZT2F2uqLkZUr,spotify:track:2Pxzfzd1jaZT2F2uqLkZUr,Liquid Dreams,4zKhX6hYCQPNs406umP9Fx,O-Town,spotify:artist:4zKhX6hYCQPNs406umP9Fx,0.0264,0.823,0.7,0.0,0.0531,-5.042,0.035,108.019,0.75,Liquid Dreams:O-Town
2Z01gjyuwgiu6yhrkJPDFT,spotify:track:2Z01gjyuwgiu6yhrkJPDFT,Better off by Yourself,2rsE3YlbQ2FHrB3WwcOf1V,Dr Maleek,spotify:artist:2rsE3YlbQ2FHrB3WwcOf1V,0.146,0.748,0.667,0.00384,0.152,-9.416,0.109,112.017,0.337,Better off by Yourself:Dr Maleek
4pAl7FkDMNBsjykPXo91B3,spotify:track:4pAl7FkDMNBsjykPXo91B3,Needed Me,5pKCCKE2ajJHZ9KAiaK11H,Rihanna,spotify:artist:5pKCCKE2ajJHZ9KAiaK11H,0.11,0.671,0.314,0.0,0.0825,-8.091,0.244,110.898,0.296,Needed Me:Rihanna
37dVuP5d1BtVDagETMqP3k,spotify:track:37dVuP5d1BtVDagETMqP3k,IMPATIENT,1tQu5TjcAK68fx8qrc8ZgF,SEBASTIAN PAUL,spotify:artist:1tQu5TjcAK68fx8qrc8ZgF,0.339,0.66,0.72,0.0,0.118,-5.763,0.0737,142.07,0.69,IMPATIENT:SEBASTIAN PAUL
5o6HnXhqHBPic27lBYQg2V,spotify:track:5o6HnXhqHBPic27lBYQg2V,Smells Like Teen Spirit,3UV0wVQkft6lKLDGioqnyO,Coopex,spotify:artist:3UV0wVQkft6lKLDGioqnyO,0.308,0.68,0.781,0.0,0.179,-4.211,0.0646,119.933,0.613,Smells Like Teen Spirit:Coopex
0y60itmpH0aPKsFiGxmtnh,spotify:track:0y60itmpH0aPKsFiGxmtnh,Wait a Minute!,3rWZHrfrsPBxVy692yAIxF,WILLOW,spotify:artist:3rWZHrfrsPBxVy692yAIxF,0.0371,0.764,0.705,1.94e-05,0.0943,-5.279,0.0278,101.003,0.672,Wait a Minute!:WILLOW
0ZNU020wNYvgW84iljPkPP,spotify:track:0ZNU020wNYvgW84iljPkPP,mirrorball,06HL4z0CvFAxyc27GXpf02,Taylor Swift,spotify:artist:06HL4z0CvFAxyc27GXpf02,0.687,0.553,0.413,2.33e-06,0.0594,-10.037,0.0334,110.107,0.379,mirrorball:Taylor Swift
38FCXf9CTcH9MJKn3WsJ7x,spotify:track:38FCXf9CTcH9MJKn3WsJ7x,Oak & Ash & Thorn,5k979N1TnPncUyqlXlaRSv,The Longest Johns,spotify:artist:5k979N1TnPncUyqlXlaRSv,0.574,0.475,0.577,0.0,0.0967,-7.498,0.0307,111.973,0.6,Oak & Ash & Thorn:The Longest Johns
