id,track_uri,track_name,artist_id,artist_name,artist_uri,genres_albums,key
6jAyMqsMuu7NTmefJVE8Pc,spotify:track:6jAyMqsMuu7NTmefJVE8Pc,Half Moon,6qiGjRyN7TJ1GA2nXF68Hi,Blind Pilot,spotify:artist:6qiGjRyN7TJ1GA2nXF68Hi,"['indie folk', 'neo mellow', 'new americana', 'portland indie', 'stomp and holler']",Half Moon:Blind Pilot
3CboywxfJIgvHqi2FF4exb,spotify:track:3CboywxfJIgvHqi2FF4exb,Loverboy,56OjNTX2bkrdGcB0staUOV,A-Wall,spotify:artist:56OjNTX2bkrdGcB0staUOV,['bedroom pop'],Loverboy:A-Wall
1Ob94QesoxHSBrypyBbdfd,spotify:track:1Ob94QesoxHSBrypyBbdfd,Shot Down,6LuN9FCkKOj5PcnpouEgny,Khalid,spotify:artist:6LuN9FCkKOj5PcnpouEgny,"['pop', 'pop r&b']",Shot Down:Khalid
7uDE8BEhRLOdUaRuFw6VGR,spotify:track:7uDE8BEhRLOdUaRuFw6VGR,The Captain's Dead,3XquRQYlB1gXQkYdOV7S2x,Paddy And The Rats,spotify:artist:3XquRQYlB1gXQkYdOV7S2x,"['celtic punk', 'celtic rock', 'hungarian punk', 'pirate']",The Captain's Dead:Paddy And The Rats
6SkAUtqtV7DPMwMSBOxnch,spotify:track:6SkAUtqtV7DPMwMSBOxnch,Blinding Lights,2A5VOguZzXMBrg27MEUZcp,Twenty One Two,spotify:artist:2A5VOguZzXMBrg27MEUZcp,"['dalarna indie', 'pixie']",Blinding Lights:Twenty One Two
,i'm so tired...,Lauv,,,,,
05qCCJQJiOwvPQBb7akf1R,spotify:track:05qCCJQJiOwvPQBb7akf1R,Jamie All Over,3WfJ1OtrWI7RViX9DMyEGy,Mayday Parade,spotify:artist:3WfJ1OtrWI7RViX9DMyEGy,"['neon pop punk', 'pop emo', 'pop punk', 'rock']",Jamie All Over:Mayday Parade
66iP3U2QOKgevrnrbWk53S,spotify:track:66iP3U2QOKgevrnrbWk53S,"thank u, next",6MERXsiRbur2oJZFgYRDKz,Vitamin String Quartet,spotify:artist:6MERXsiRbur2oJZFgYRDKz,['bow pop'],"thank u, next:Vitamin String Quartet"
6Z8R6UsFuGXGtiIxiD8ISb,spotify:track:6Z8R6UsFuGXGtiIxiD8ISb,Safe And Sound,4gwpcMTbLWtBUlOijbVpuu,Capital Cities,spotify:artist:4gwpcMTbLWtBUlOijbVpuu,"['metropopolis', 'modern rock']",Safe And Sound:Capital Cities
6BKeNWeUqxmvQ09Gxd3ZGX,spotify:track:6BKeNWeUqxmvQ09Gxd3ZGX,Know No Better,738wLrAtLtCtFOLvQBXOXp,Major Lazer,spotify:artist:738wLrAtLtCtFOLvQBXOXp,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance', 'pop rap', 'tropical house']",Know No Better:Major Lazer
4eS6SJczn7yay78Spw3SPy,spotify:track:4eS6SJczn7yay78Spw3SPy,Do I Wanna Know? (triple j Like A Version),3CjlHNtplJyTf9npxaPl5w,CHVRCHES,spotify:artist:3CjlHNtplJyTf9npxaPl5w,"['electropop', 'metropopolis', 'neo-synthpop', 'shimmer pop']",Do I Wanna Know? (triple j Like A Version):CHVRCHES
57uX2vR9j9DNiANDYfXw1i,spotify:track:57uX2vR9j9DNiANDYfXw1i,Never Say Never,0zOcE3mg9nS6l3yxt1Y0bK,The Fray,spotify:artist:0zOcE3mg9nS6l3yxt1Y0bK,"['neo mellow', 'piano rock', 'pop', 'pop rock']",Never Say Never:The Fray
2eJEWLQLjVXxsSHFvsPT85,spotify:track:2eJEWLQLjVXxsSHFvsPT85,Kabhi Na Kabhi,2DmMcw1UxHSzAEFrMY3r2D,Junaid Jamshed,spotify:artist:2DmMcw1UxHSzAEFrMY3r2D,"['classic pakistani pop', 'ghazal', 'naat', 'pakistani pop']",Kabhi Na Kabhi:Junaid Jamshed
34bkeltN0CGAKzj4DRG4sX,spotify:track:34bkeltN0CGAKzj4DRG4sX,Crying on the Dancefloor,6eJa3zG1QZLRB3xgRuyxbm,Dayglow,spotify:artist:6eJa3zG1QZLRB3xgRuyxbm,"['austindie', 'indie rock', 'modern rock']",Crying on the Dancefloor:Dayglow
4LOERGk6nLbb9sLrmeCjmG,spotify:track:4LOERGk6nLbb9sLrmeCjmG,Amrit,6gWwKC0laX7pTPjNgrwvQR,Meesha Shafi,spotify:artist:6gWwKC0laX7pTPjNgrwvQR,"['classic pakistani pop', 'pakistani pop', 'sufi']",Amrit:Meesha Shafi
4sofJiicQwKsRo3S1vpt39,spotify:track:4sofJiicQwKsRo3S1vpt39,Turning Me Up (Hadal Ahbek),6dO0RkhFhjMwLtLQqNgL8r,Issam Alnajjar,spotify:artist:6dO0RkhFhjMwLtLQqNgL8r,['indonesian viral pop'],Turning Me Up (Hadal Ahbek):Issam Alnajjar
27FjnefSYiOgaG6jhytdE2,spotify:track:27FjnefSYiOgaG6jhytdE2,Kaise Bataaoon,4fEkbug6kZzzJ8eYX6Kbbp,KK,spotify:artist:4fEkbug6kZzzJ8eYX6Kbbp,"['desi pop', 'filmi', 'modern bollywood']",Kaise Bataaoon:KK
3QqOcLtTU8zzlQRJCZzttP,spotify:track:3QqOcLtTU8zzlQRJCZzttP,C'est La Vie (with bbno$ & Rich Brian),2YOYua8FpudSEiB9s88IgQ,Yung Gravy,spotify:artist:2YOYua8FpudSEiB9s88IgQ,['minnesota hip hop'],C'est La Vie (with bbno$ & Rich Brian):Yung Gravy
01UeBfllW39eaKdiCw556R,spotify:track:01UeBfllW39eaKdiCw556R,Out Of My Mind,2HkeqbrT7lYnGoiw7tQBqr,Gentrammel,spotify:artist:2HkeqbrT7lYnGoiw7tQBqr,"['sad lo-fi', 'sad rap']",Out Of My Mind:Gentrammel
0PgYPBGqF6Wm5KFHQ81nq5,spotify:track:0PgYPBGqF6Wm5KFHQ81nq5,comethru (with Bea Miller),3gIRvgZssIb9aiirIg0nI3,Jeremy Zucker,spotify:artist:3gIRvgZssIb9aiirIg0nI3,"['electropop', 'pop']",comethru (with Bea Miller):Jeremy Zucker
3jMeoTAxDrZfkVxMmWcWCg,spotify:track:3jMeoTAxDrZfkVxMmWcWCg,Light of Mine,5CMaNobmJYgXcfiT0zYOwi,WHIPPED CREAM,spotify:artist:5CMaNobmJYgXcfiT0zYOwi,"['canadian electronic', 'edm', 'electra', 'electro house', 'electronic trap', 'vapor twitch']",Light of Mine:WHIPPED CREAM
5iyNH1Dmxif1k4Nl1gMeuh,spotify:track:5iyNH1Dmxif1k4Nl1gMeuh,Masakali,5GnnSrwNCGyfAU4zuIytiS,Mohit Chauhan,spotify:artist:5GnnSrwNCGyfAU4zuIytiS,"['desi pop', 'filmi', 'modern bollywood']",Masakali:Mohit Chauhan
5AiPk1WhVkVOouovFAtLFO,spotify:track:5AiPk1WhVkVOouovFAtLFO,BAAZ,1SlrUQlFRfExXSCkHsQgBc,JJ47,spotify:artist:1SlrUQlFRfExXSCkHsQgBc,"['desi hip hop', 'pakistani hip hop']",BAAZ:JJ47
683GRHUicIXky5aU1aMfW9,spotify:track:683GRHUicIXky5aU1aMfW9,Mil Zara,01pFDtbY3k5uOmy0Pbg93C,Rovalio,spotify:artist:01pFDtbY3k5uOmy0Pbg93C,"['pakistani electronic', 'pakistani pop']",Mil Zara:Rovalio
45RuoPxyyx8dMo3cPL7QwQ,spotify:track:45RuoPxyyx8dMo3cPL7QwQ,Maan Kunto Maula,4IodA7kOT3aXLU9by0lATP,Fareed Ayaz Abu Muhammad Qawwal,spotify:artist:4IodA7kOT3aXLU9by0lATP,['qawwali'],Maan Kunto Maula:Fareed Ayaz Abu Muhammad Qawwal
48kpWTPYYy5Edp3CHwrrOj,spotify:track:48kpWTPYYy5Edp3CHwrrOj,COMPLETE MESS,5Rl15oVamLq7FbSb0NNBNy,5 Seconds of Summer,spotify:artist:5Rl15oVamLq7FbSb0NNBNy,"['boy band', 'dance pop', 'pop', 'post-teen pop']",COMPLETE MESS:5 Seconds of Summer
3v5WRAItrZgr5vCdW3vTmz,spotify:track:3v5WRAItrZgr5vCdW3vTmz,Retrograde (feat. 6LACK & Lucky Daye),6LuN9FCkKOj5PcnpouEgny,Khalid,spotify:artist:6LuN9FCkKOj5PcnpouEgny,"['pop', 'pop r&b']",Retrograde (feat. 6LACK & Lucky Daye):Khalid
3csQ8JVWNQ3qrt1OswiPgt,spotify:track:3csQ8JVWNQ3qrt1OswiPgt,Dharkay Jiya,5QHScjNJhVCWz5VM3XMYZI,Call,spotify:artist:5QHScjNJhVCWz5VM3XMYZI,"['classic pakistani pop', 'pakistani pop']",Dharkay Jiya:Call
2bL2gyO6kBdLkNSkxXNh6x,spotify:track:2bL2gyO6kBdLkNSkxXNh6x,Animals,04gDigrS5kc9YWfZHwBETP,Maroon 5,spotify:artist:04gDigrS5kc9YWfZHwBETP,['pop'],Animals:Maroon 5
7vvmU5ayTrVWiNVxiwHLQI,spotify:track:7vvmU5ayTrVWiNVxiwHLQI,Kaafizyada,5z64uWhlp31wS6DysFX99p,Udbhav,spotify:artist:5z64uWhlp31wS6DysFX99p,"['desi hip hop', 'indian indie', 'new delhi indie']",Kaafizyada:Udbhav
3Ueq2zboxwAbsvHrOjdEqz,spotify:track:3Ueq2zboxwAbsvHrOjdEqz,MIA,4q3ewBCX7sLwd24euuV69X,Bad Bunny,spotify:artist:4q3ewBCX7sLwd24euuV69X,"['reggaeton', 'trap latino', 'urbano latino']",MIA:Bad Bunny
1lO9CZo6eDrOy0S7khgryG,spotify:track:1lO9CZo6eDrOy0S7khgryG,No Regrets (feat. Don Toliver),7dGJo4pcD2V6oG8kP0tJRR,Eminem,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,"['detroit hip hop', 'hip hop', 'rap']",No Regrets (feat. Don Toliver):Eminem
02nTpchENdZ4Nm8AfTmrFv,spotify:track:02nTpchENdZ4Nm8AfTmrFv,Conceited,08PvCOlef4xdOr20jFSTPd,Flo Milli,spotify:artist:08PvCOlef4xdOr20jFSTPd,"['dance pop', 'pop', 'r&b', 'rap', 'viral rap']",Conceited:Flo Milli
2ochlNu8xd3kD6ac1Ek4iO,spotify:track:2ochlNu8xd3kD6ac1Ek4iO,Meet Me At Our Spot,7naAJDAh7AZnf18YYfQruM,Christian French,spotify:artist:7naAJDAh7AZnf18YYfQruM,"['alt z', 'electropop', 'pop']",Meet Me At Our Spot:Christian French
3WXhshrs1fzwF3rQE399Gq,spotify:track:3WXhshrs1fzwF3rQE399Gq,Kill V. Maim,053q0ukIDRgzwTr4vNSwab,Grimes,spotify:artist:053q0ukIDRgzwTr4vNSwab,"['art pop', 'canadian electropop', 'dance pop', 'grave wave', 'indietronica', 'metropopolis', 'pop']",Kill V. Maim:Grimes
3ZCTVFBt2Brf31RLEnCkWJ,spotify:track:3ZCTVFBt2Brf31RLEnCkWJ,everything i wanted,6qqNVTkY8uBg9cP3Jd7DAH,Billie Eilish,spotify:artist:6qqNVTkY8uBg9cP3Jd7DAH,"['art pop', 'electropop', 'pop']",everything i wanted:Billie Eilish
,夜に駆ける,YOASOBI,,,,,
3p94RpSxQdZocUfrzpemmm,spotify:track:3p94RpSxQdZocUfrzpemmm,El Dorado,5yw4tA8D5uG7tT3NaDvq10,Stellar,spotify:artist:5yw4tA8D5uG7tT3NaDvq10,['social media pop'],El Dorado:Stellar
,27C-King Arthur: The Errant Knight,Myths and Legends,,,,,
5A0Swrynpx7ALauNv08nBe,spotify:track:5A0Swrynpx7ALauNv08nBe,Drunk On Love,5pKCCKE2ajJHZ9KAiaK11H,Rihanna,spotify:artist:5pKCCKE2ajJHZ9KAiaK11H,"['barbadian pop', 'pop', 'urban contemporary']",Drunk On Love:Rihanna
5mVDhLnXTHlBWJnMHXa9Qs,spotify:track:5mVDhLnXTHlBWJnMHXa9Qs,Halo,0LmmhAkoebSsbFfgCybcGI,Lotte Kestner,spotify:artist:0LmmhAkoebSsbFfgCybcGI,['indie psych-pop'],Halo:Lotte Kestner
7LzouaWGFCy4tkXDOOnEyM,spotify:track:7LzouaWGFCy4tkXDOOnEyM,Liar,4nDoRrQiYLoBzwC5BhVJzF,Camila Cabello,spotify:artist:4nDoRrQiYLoBzwC5BhVJzF,"['dance pop', 'pop', 'post-teen pop']",Liar:Camila Cabello
59o2b2BGgziNyPx9f3xnhA,spotify:track:59o2b2BGgziNyPx9f3xnhA,Angel of Small Death and the Codeine Scene - Live From Spotify London,2FXC3k01G6Gw61bmprjgqS,Hozier,spotify:artist:2FXC3k01G6Gw61bmprjgqS,"['irish singer-songwriter', 'pop']",Angel of Small Death and the Codeine Scene - Live From Spotify London:Hozier
2t7Caefxz7HfyTRyN5VsOL,spotify:track:2t7Caefxz7HfyTRyN5VsOL,Tu Kuja Man Kuja - Complete Original Recording,5HcunTidTUrOaf8V0iJcvl,Nusrat Fateh Ali Khan,spotify:artist:5HcunTidTUrOaf8V0iJcvl,"['indian fusion', 'pakistani folk', 'qawwali', 'sufi', 'world']",Tu Kuja Man Kuja - Complete Original Recording:Nusrat Fateh Ali Khan
2jPbjvYVWWzQNkMLKP30nX,spotify:track:2jPbjvYVWWzQNkMLKP30nX,no way out,5EjK7aUvQ9LMNqc2zXiWLS,Ivri,spotify:artist:5EjK7aUvQ9LMNqc2zXiWLS,[],no way out:Ivri
02VBYrHfVwfEWXk5DXyf0T,spotify:track:02VBYrHfVwfEWXk5DXyf0T,Leave The Door Open,0du5cEVh5yTK9QJze8zA0C,Bruno Mars,spotify:artist:0du5cEVh5yTK9QJze8zA0C,"['dance pop', 'pop']",Leave The Door Open:Bruno Mars
7wZc7nmPQIoJ4xTW0iJcAd,spotify:track:7wZc7nmPQIoJ4xTW0iJcAd,Keeper,66YGDwn22fjphzqGCSIbbK,Reignwolf,spotify:artist:66YGDwn22fjphzqGCSIbbK,"['garage rock', 'modern alternative rock', 'modern blues rock', 'modern hard rock', 'modern rock', 'rock', 'saskatchewan indie']",Keeper:Reignwolf
4jYt1pQqg2mIZmY4FWCZEM,spotify:track:4jYt1pQqg2mIZmY4FWCZEM,Record Player (with AJR),0SrIPejckovMwhrN3MZFPB,Daisy the Great,spotify:artist:0SrIPejckovMwhrN3MZFPB,"['brooklyn indie', 'indie pop']",Record Player (with AJR):Daisy the Great
45pUWUeEWGoSdH6UF162G8,spotify:track:45pUWUeEWGoSdH6UF162G8,Broke Boys,3TVXtAsR1Inumwj472S9r4,Drake,spotify:artist:3TVXtAsR1Inumwj472S9r4,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",Broke Boys:Drake
731vxZpBMap84vDSqyJjf0,spotify:track:731vxZpBMap84vDSqyJjf0,Players - DJ Smallz 732 - Jersey Club Remix,6AMd49uBDJfhf30Ak2QR5s,Coi Leray,spotify:artist:6AMd49uBDJfhf30Ak2QR5s,"['new jersey underground rap', 'rap', 'trap queen', 'viral rap']",Players - DJ Smallz 732 - Jersey Club Remix:Coi Leray
6DB2KOEwHnjkgEnBt5SdeJ,spotify:track:6DB2KOEwHnjkgEnBt5SdeJ,Mask Off (feat. Kendrick Lamar) - Remix,1RyvyyTE3xzB2ZywiAwp0i,Future,spotify:artist:1RyvyyTE3xzB2ZywiAwp0i,"['atl hip hop', 'rap', 'southern hip hop', 'trap']",Mask Off (feat. Kendrick Lamar) - Remix:Future
6JikuKcWFuPPC4MyKfvkHQ,spotify:track:6JikuKcWFuPPC4MyKfvkHQ,Desperate Measures,68EB3QvNdVLkC7SAgDbHIR,Marianas Trench,spotify:artist:68EB3QvNdVLkC7SAgDbHIR,"['canadian rock', 'neon pop punk', 'pixie', 'pop punk', 'pop rock', 'post-teen pop']",Desperate Measures:Marianas Trench
5Gl780bmLH2msWJ8kgCINq,spotify:track:5Gl780bmLH2msWJ8kgCINq,Duur,2fizRsm6KDWZvysU00yZrX,Strings,spotify:artist:2fizRsm6KDWZvysU00yZrX,"['classic pakistani pop', 'filmi', 'pakistani pop', 'pakistani rock']",Duur:Strings
2zg2PTySWOzdsSdKrUvzx7,spotify:track:2zg2PTySWOzdsSdKrUvzx7,"Gal Ik Nuqte Vich Mukdi, Vol. 25",1Lza6GXuydFnvOu0wSihEt,Farukh Fateh Ali Khan,spotify:artist:1Lza6GXuydFnvOu0wSihEt,[],"Gal Ik Nuqte Vich Mukdi, Vol. 25:Farukh Fateh Ali Khan"
1I4lCSP69P74nU3a6Su5L2,spotify:track:1I4lCSP69P74nU3a6Su5L2,Jiggle Jiggle,3jNm5wvIx1eR5NDdXhMkNV,Duke & Jones,spotify:artist:3jNm5wvIx1eR5NDdXhMkNV,['uk dance'],Jiggle Jiggle:Duke & Jones
0wshkEEcJUQU33RSRBb5dv,spotify:track:0wshkEEcJUQU33RSRBb5dv,BackOutsideBoyz,3TVXtAsR1Inumwj472S9r4,Drake,spotify:artist:3TVXtAsR1Inumwj472S9r4,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",BackOutsideBoyz:Drake
2PoqubfYq2Cl0nUyrrTht6,spotify:track:2PoqubfYq2Cl0nUyrrTht6,Swimming In The Moonlight,0YhUSm86okLWldQVwJkLlP,Bad Suns,spotify:artist:0YhUSm86okLWldQVwJkLlP,"['indie poptimism', 'la indie', 'modern alternative rock', 'modern rock']",Swimming In The Moonlight:Bad Suns
35seOt4wMvu7gWzYFwqNGh,spotify:track:35seOt4wMvu7gWzYFwqNGh,Grapefruit,4NHQUGzhtTLFvgF5SZesLK,Tove Lo,spotify:artist:4NHQUGzhtTLFvgF5SZesLK,"['dance pop', 'electropop', 'metropopolis', 'pop', 'swedish electropop', 'swedish pop', 'swedish synthpop']",Grapefruit:Tove Lo
2RQWBj4QohAIHJiUPGgcHl,spotify:track:2RQWBj4QohAIHJiUPGgcHl,My Friend John,3M4ThdJR28z9eSMcQHAZ5G,The Fratellis,spotify:artist:3M4ThdJR28z9eSMcQHAZ5G,"['alternative rock', 'garage rock', 'modern rock', 'rock', 'scottish rock']",My Friend John:The Fratellis
22TFAU0e7WHAQFGzwneu1e,spotify:track:22TFAU0e7WHAQFGzwneu1e,World Cup,2DZw407Bgg2Hu9E6NDgRTb,IShowSpeed,spotify:artist:2DZw407Bgg2Hu9E6NDgRTb,[],World Cup:IShowSpeed
0lYBSQXN6rCTvUZvg9S0lU,spotify:track:0lYBSQXN6rCTvUZvg9S0lU,Let Me Love You,540vIaP2JwjQb9dm3aArA4,DJ Snake,spotify:artist:540vIaP2JwjQb9dm3aArA4,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance', 'pop rap']",Let Me Love You:DJ Snake
6bpq1jGkVz66Q3LYeoXdjZ,spotify:track:6bpq1jGkVz66Q3LYeoXdjZ,SCOOP (feat. Doja Cat),7jVv8c5Fj3E9VhNjxT4snq,Lil Nas X,spotify:artist:7jVv8c5Fj3E9VhNjxT4snq,"['lgbtq+ hip hop', 'pop']",SCOOP (feat. Doja Cat):Lil Nas X
5taqLrLouA4vCjM7ZQpEtW,spotify:track:5taqLrLouA4vCjM7ZQpEtW,ooh la la (feat. Greg Nice & DJ Premier),4RnBFZRiMLRyZy0AzzTg2C,Run The Jewels,spotify:artist:4RnBFZRiMLRyZy0AzzTg2C,"['alternative hip hop', 'escape room', 'hip hop', 'political hip hop']",ooh la la (feat. Greg Nice & DJ Premier):Run The Jewels
3FeVmId7tL5YN8B7R3imoM,spotify:track:3FeVmId7tL5YN8B7R3imoM,My Universe,4gzpq5DPGxSnKTe4SA8HAU,Coldplay,spotify:artist:4gzpq5DPGxSnKTe4SA8HAU,"['permanent wave', 'pop']",My Universe:Coldplay
1lgN0A2Vki2FTON5PYq42m,spotify:track:1lgN0A2Vki2FTON5PYq42m,Warriors,53XhwfbYqKCa1cC15pYq2q,Imagine Dragons,spotify:artist:53XhwfbYqKCa1cC15pYq2q,"['modern rock', 'rock']",Warriors:Imagine Dragons
1SShxVVBeZBCY7WddnksPz,spotify:track:1SShxVVBeZBCY7WddnksPz,Gypsy Woman (She's Homeless) (La Da Dee La Da Da) - Basement Boy Strip To The Bone Mix,2sd9Q3r0Jhqpe3w9WVuG43,Crystal Waters,spotify:artist:2sd9Q3r0Jhqpe3w9WVuG43,"['disco house', 'diva house', 'hip house', 'vocal house']",Gypsy Woman (She's Homeless) (La Da Dee La Da Da) - Basement Boy Strip To The Bone Mix:Crystal Waters
1aOYWQ93wuD51QArtupMa5,spotify:track:1aOYWQ93wuD51QArtupMa5,Jackboot Jump - Live,2FXC3k01G6Gw61bmprjgqS,Hozier,spotify:artist:2FXC3k01G6Gw61bmprjgqS,"['irish singer-songwriter', 'pop']",Jackboot Jump - Live:Hozier
4zDfgax6Ihb0UWdour1ZEs,spotify:track:4zDfgax6Ihb0UWdour1ZEs,Zero To Hero,2pLvZNFSNqj5ggB8cPK7ki,Chorus - Hercules,spotify:artist:2pLvZNFSNqj5ggB8cPK7ki,['movie tunes'],Zero To Hero:Chorus - Hercules
5jbDih9bLGmI8ycUKkN5XA,spotify:track:5jbDih9bLGmI8ycUKkN5XA,Perfect,4xRYI6VqpkE3UwrDrAZL8L,Logic,spotify:artist:4xRYI6VqpkE3UwrDrAZL8L,"['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']",Perfect:Logic
4Sfa7hdVkqlM8UW5LsSY3F,spotify:track:4Sfa7hdVkqlM8UW5LsSY3F,Take a Walk,7gjAu1qr5C2grXeQFFOGeh,Passion Pit,spotify:artist:7gjAu1qr5C2grXeQFFOGeh,"['alternative dance', 'indie rock', 'indietronica', 'modern rock', 'new rave', 'stomp and holler']",Take a Walk:Passion Pit
0QQIhT6PtJ5glyn4HKNKQ6,spotify:track:0QQIhT6PtJ5glyn4HKNKQ6,All the Pretty Girls,7jdFEYD2LTYjfwxOdlVjmc,KALEO,spotify:artist:7jdFEYD2LTYjfwxOdlVjmc,"['icelandic indie', 'icelandic rock', 'modern alternative rock']",All the Pretty Girls:KALEO
,107A-Golem: Guardian,Myths and Legends,,,,,
3Ca24oa8tofPtGYuULHXHI,spotify:track:3Ca24oa8tofPtGYuULHXHI,Booty (feat. Latto),2NfwGBr2swqZ1rzE3kAV23,Saucy Santana,spotify:artist:2NfwGBr2swqZ1rzE3kAV23,"['trap queen', 'viral rap']",Booty (feat. Latto):Saucy Santana
7KwZNVEaqikRSBSpyhXK2j,spotify:track:7KwZNVEaqikRSBSpyhXK2j,Hypnotize - 2014 Remaster,5me0Irg2ANcsgc93uaYrpb,The Notorious B.I.G.,spotify:artist:5me0Irg2ANcsgc93uaYrpb,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']",Hypnotize - 2014 Remaster:The Notorious B.I.G.
5hQRNdaLnqlFYhBiVFMptc,spotify:track:5hQRNdaLnqlFYhBiVFMptc,Do Or Die,1zLMhO4zzzxt5PMV4wMS3y,Keanu Silva,spotify:artist:1zLMhO4zzzxt5PMV4wMS3y,"['covertronica', 'dance pop', 'edm', 'future house', 'pop dance', 'tropical house']",Do Or Die:Keanu Silva
2Pxzfzd1jaZT2F2uqLkZUr,spotify:track:2Pxzfzd1jaZT2F2uqLkZUr,Liquid Dreams,4zKhX6hYCQPNs406umP9Fx,O-Town,spotify:artist:4zKhX6hYCQPNs406umP9Fx,"['boy band', 'dance pop']",Liquid Dreams:O-Town
,Magically Interrupted | With Michael Shannon,Modern Love,,,,,
2Z01gjyuwgiu6yhrkJPDFT,spotify:track:2Z01gjyuwgiu6yhrkJPDFT,Better off by Yourself,2rsE3YlbQ2FHrB3WwcOf1V,Dr Maleek,spotify:artist:2rsE3YlbQ2FHrB3WwcOf1V,['slow game'],Better off by Yourself:Dr Maleek
4pAl7FkDMNBsjykPXo91B3,spotify:track:4pAl7FkDMNBsjykPXo91B3,Needed Me,5pKCCKE2ajJHZ9KAiaK11H,Rihanna,spotify:artist:5pKCCKE2ajJHZ9KAiaK11H,"['barbadian pop', 'pop', 'urban contemporary']",Needed Me:Rihanna
37dVuP5d1BtVDagETMqP3k,spotify:track:37dVuP5d1BtVDagETMqP3k,IMPATIENT,1tQu5TjcAK68fx8qrc8ZgF,SEBASTIAN PAUL,spotify:artist:1tQu5TjcAK68fx8qrc8ZgF,[],IMPATIENT:SEBASTIAN PAUL
5o6HnXhqHBPic27lBYQg2V,spotify:track:5o6HnXhqHBPic27lBYQg2V,Smells Like Teen Spirit,3UV0wVQkft6lKLDGioqnyO,Coopex,spotify:artist:3UV0wVQkft6lKLDGioqnyO,"['covertronica', 'traprun']",Smells Like Teen Spirit:Coopex
0y60itmpH0aPKsFiGxmtnh,spotify:track:0y60itmpH0aPKsFiGxmtnh,Wait a Minute!,3rWZHrfrsPBxVy692yAIxF,WILLOW,spotify:artist:3rWZHrfrsPBxVy692yAIxF,"['afrofuturism', 'pop', 'post-teen pop']",Wait a Minute!:WILLOW
0ZNU020wNYvgW84iljPkPP,spotify:track:0ZNU020wNYvgW84iljPkPP,mirrorball,06HL4z0CvFAxyc27GXpf02,Taylor Swift,spotify:artist:06HL4z0CvFAxyc27GXpf02,['pop'],mirrorball:Taylor Swift
38FCXf9CTcH9MJKn3WsJ7x,spotify:track:38FCXf9CTcH9MJKn3WsJ7x,Oak & Ash & Thorn,5k979N1TnPncUyqlXlaRSv,The Longest Johns,spotify:artist:5k979N1TnPncUyqlXlaRSv,['shanty'],Oak & Ash & Thorn:The Longest Johns
6lruHh1jF7ezgbLv72xYmf,spotify:track:6lruHh1jF7ezgbLv72xYmf,FML,0vRvGUQVUjytro0xpb26bs,Arizona Zervas,spotify:artist:0vRvGUQVUjytro0xpb26bs,"['pop', 'pop rap', 'rhode island rap', 'viral rap']",FML:Arizona Zervas
4CPcZHzSvIBM8AKhdHUwnL,spotify:track:4CPcZHzSvIBM8AKhdHUwnL,Clueless (with Pop Smoke & Fivio Foreign),6AgTAQt8XS6jRWi4sX7w49,Polo G,spotify:artist:6AgTAQt8XS6jRWi4sX7w49,['chicago rap'],Clueless (with Pop Smoke & Fivio Foreign):Polo G
,Don't Play With It (feat. Billy B),Lola Brooke,,,,,
4ExhHPs3s16yGz2xkRmgdU,spotify:track:4ExhHPs3s16yGz2xkRmgdU,The Ghost of Cincinnati,7gXy60xRcwYujBFoYHnR2O,Big Red Machine,spotify:artist:7gXy60xRcwYujBFoYHnR2O,"['eau claire indie', 'folktronica', 'indie folk', 'indie pop', 'indie rock']",The Ghost of Cincinnati:Big Red Machine
5lFr5Ax7JaHMzWzvUYkte8,spotify:track:5lFr5Ax7JaHMzWzvUYkte8,Seperate Ways - Remix,3VcMHh2bceDCbAee4yOwLu,Mexiveli Da Don,spotify:artist:3VcMHh2bceDCbAee4yOwLu,[],Seperate Ways - Remix:Mexiveli Da Don
7itIhLBlKcpdaSqXRsSuW3,spotify:track:7itIhLBlKcpdaSqXRsSuW3,Nasty Dancer,08PvCOlef4xdOr20jFSTPd,Flo Milli,spotify:artist:08PvCOlef4xdOr20jFSTPd,"['dance pop', 'pop', 'r&b', 'rap', 'viral rap']",Nasty Dancer:Flo Milli
7GeTsDIc5ykNB6lORO6Cee,spotify:track:7GeTsDIc5ykNB6lORO6Cee,Circo Loco,3TVXtAsR1Inumwj472S9r4,Drake,spotify:artist:3TVXtAsR1Inumwj472S9r4,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",Circo Loco:Drake
51Fjme0JiitpyXKuyQiCDo,spotify:track:51Fjme0JiitpyXKuyQiCDo,Lalala,6USMTwO0MNDnKte5a5h0xx,Y2K,spotify:artist:6USMTwO0MNDnKte5a5h0xx,['pop rap'],Lalala:Y2K
