id,track_uri,track_name,artist_id,artist_name,artist_uri,genres_albums,key
5ORkxsNGPhvgIyTPJkGKou,spotify:track:5ORkxsNGPhvgIyTPJkGKou,Ye Na Thi Hamari Kismat,4EkSOXM6psqNE4w6j0tEEl,Abida Parveen,spotify:artist:4EkSOXM6psqNE4w6j0tEEl,"['classic bollywood', 'classic pakistani pop', 'filmi', 'ghazal', 'pakistani pop', 'sufi']",Ye Na Thi Hamari Kismat:Abida Parveen
1WUUDaIcbhfpT8zOSJSUq7,spotify:track:1WUUDaIcbhfpT8zOSJSUq7,pyaar hai asli,3scNK8e4mqnP6Rb8a3lwZY,Maanu,spotify:artist:3scNK8e4mqnP6Rb8a3lwZY,"['pakistani hip hop', 'pakistani pop']",pyaar hai asli:Maanu
6FsQrRpBLgsrFeAeiQqytm,spotify:track:6FsQrRpBLgsrFeAeiQqytm,Bang a Gong (Get It On) - 2003 Remaster,3dBVyJ7JuOMt4GE9607Qin,T. Rex,spotify:artist:3dBVyJ7JuOMt4GE9607Qin,"['album rock', 'art rock', 'blues rock', 'classic rock', 'folk rock', 'glam rock', 'protopunk', 'psychedelic rock', 'rock']",Bang a Gong (Get It On) - 2003 Remaster:T. Rex
1YMBg7rOjxzbya0fPOYfNX,spotify:track:1YMBg7rOjxzbya0fPOYfNX,A Different Way (with Lauv),540vIaP2JwjQb9dm3aArA4,DJ Snake,spotify:artist:540vIaP2JwjQb9dm3aArA4,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance', 'pop rap']",A Different Way (with Lauv):DJ Snake
7jpmNt5iCtSdXuT1xEGp8O,spotify:track:7jpmNt5iCtSdXuT1xEGp8O,Patakha Guddi,5Y1AqsKrn4ZFw118BUwEfE,Sultana,spotify:artist:5Y1AqsKrn4ZFw118BUwEfE,[],Patakha Guddi:Sultana
,"Mere Samnewali Khidki Mein (From ""Padosan"")",Kishore Kumar,,,,,
05sCp83gcMm1iecYydKJS3,spotify:track:05sCp83gcMm1iecYydKJS3,Let's Hurt Tonight,5Pwc4xIPtQLFEnJriah9YJ,OneRepublic,spotify:artist:5Pwc4xIPtQLFEnJriah9YJ,"['piano rock', 'pop']",Let's Hurt Tonight:OneRepublic
32lItqlMi4LBhb4k0BaSaC,spotify:track:32lItqlMi4LBhb4k0BaSaC,Candy Paint,246dkjvS1zLTtiykXe5h60,Post Malone,spotify:artist:246dkjvS1zLTtiykXe5h60,"['dfw rap', 'melodic rap', 'rap']",Candy Paint:Post Malone
3qGHAKgjQruzj6doKkyEb5,spotify:track:3qGHAKgjQruzj6doKkyEb5,Unlock it (Lock It) - feat. Kim Petras and Jay Park,25uiPmTg16RbhZWAqwLBy5,Charli XCX,spotify:artist:25uiPmTg16RbhZWAqwLBy5,"['art pop', 'candy pop', 'dance pop', 'electropop', 'metropopolis', 'pop', 'post-teen pop', 'uk pop']",Unlock it (Lock It) - feat. Kim Petras and Jay Park:Charli XCX
3EFGRGsshk0NWidcXfhKvw,spotify:track:3EFGRGsshk0NWidcXfhKvw,Dil To Bachcha Hai,3OLGltG8UPIea8sA4w0yg0,Rahat Fateh Ali Khan,spotify:artist:3OLGltG8UPIea8sA4w0yg0,"['classic pakistani pop', 'filmi', 'modern bollywood', 'qawwali', 'sufi']",Dil To Bachcha Hai:Rahat Fateh Ali Khan
,decide for yourself,quotes from movies/tv shows,,,,,
44I7sqKYCAa7bQdVywkShO,spotify:track:44I7sqKYCAa7bQdVywkShO,Hurricane,5K4W6rqBFWDnAN6FQUkS6x,Kanye West,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,"['chicago rap', 'rap']",Hurricane:Kanye West
5Gpb1lZa2iLCYxALpcy6JI,spotify:track:5Gpb1lZa2iLCYxALpcy6JI,The Afterglow,3PbkSdpJnYRF18jau74b7R,Abdullah Siddiqui,spotify:artist:3PbkSdpJnYRF18jau74b7R,"['pakistani indie', 'pakistani pop']",The Afterglow:Abdullah Siddiqui
3cBR2aAurKUEE2UJHxAQ7R,spotify:track:3cBR2aAurKUEE2UJHxAQ7R,Blinding Lights - Orchestral Version,7GKbLXiXTUl3L0WzZVj0vT,Phil Larson,spotify:artist:7GKbLXiXTUl3L0WzZVj0vT,['classify'],Blinding Lights - Orchestral Version:Phil Larson
32bZRcF2imSuRHdpodPEbQ,spotify:track:32bZRcF2imSuRHdpodPEbQ,Ghost On The Mend,1ikg4sypcURm8Vy5GP68xb,Magic City Hippies,spotify:artist:1ikg4sypcURm8Vy5GP68xb,"['indie soul', 'miami indie', 'modern rock', 'vapor soul']",Ghost On The Mend:Magic City Hippies
,105B-Reynard: Ferocious Mr. Fox,Myths and Legends,,,,,
7vGuf3Y35N4wmASOKLUVVU,spotify:track:7vGuf3Y35N4wmASOKLUVVU,Silence,64KEffDW9EtZ1y2vBYgq8T,Marshmello,spotify:artist:64KEffDW9EtZ1y2vBYgq8T,"['brostep', 'dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']",Silence:Marshmello
6Na5uKk5SsqZimk0hAWo8y,spotify:track:6Na5uKk5SsqZimk0hAWo8y,Signs,3TVXtAsR1Inumwj472S9r4,Drake,spotify:artist:3TVXtAsR1Inumwj472S9r4,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",Signs:Drake
47N7k0N1sw26qkG96czqwK,spotify:track:47N7k0N1sw26qkG96czqwK,surface,3PbkSdpJnYRF18jau74b7R,Abdullah Siddiqui,spotify:artist:3PbkSdpJnYRF18jau74b7R,"['pakistani indie', 'pakistani pop']",surface:Abdullah Siddiqui
6HU7h9RYOaPRFeh0R3UeAr,spotify:track:6HU7h9RYOaPRFeh0R3UeAr,deja vu,1McMsnEElThX1knmY4oliG,Olivia Rodrigo,spotify:artist:1McMsnEElThX1knmY4oliG,['pop'],deja vu:Olivia Rodrigo
2dCrvLPU36Iv8p7Tq1Vy6V,spotify:track:2dCrvLPU36Iv8p7Tq1Vy6V,Lamha,5hjVqhHwLYWW9ZIxuILJF7,Hassan & Roshaan,spotify:artist:5hjVqhHwLYWW9ZIxuILJF7,"['pakistani indie', 'pakistani pop']",Lamha:Hassan & Roshaan
3eiWhlpnP5nUydQtv63Ne6,spotify:track:3eiWhlpnP5nUydQtv63Ne6,On Time,4ETSs924pXMzjIeD6E9b4u,Surfaces,spotify:artist:4ETSs924pXMzjIeD6E9b4u,"['bedroom soul', 'pop']",On Time:Surfaces
1S59i3NadL2tJlq8zOdb4I,spotify:track:1S59i3NadL2tJlq8zOdb4I,Helvegen - skaldic version,0NJ6wlOAsAJ1PN4VRdTPKA,Wardruna,spotify:artist:0NJ6wlOAsAJ1PN4VRdTPKA,"['medieval folk', 'nordic folk', 'rune folk', 'viking folk']",Helvegen - skaldic version:Wardruna
2mWlmAlggbl6aveaHRBSMu,spotify:track:2mWlmAlggbl6aveaHRBSMu,new info,5BwsX8bXOFC1YnqSlyfOKM,redveil,spotify:artist:5BwsX8bXOFC1YnqSlyfOKM,"['hip hop', 'indie hip hop', 'rap']",new info:redveil
1oFAF1hdPOickyHgbuRjyX,spotify:track:1oFAF1hdPOickyHgbuRjyX,Save Your Tears (Remix) (with Ariana Grande) - Bonus Track,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,"['canadian contemporary r&b', 'canadian pop', 'pop']",Save Your Tears (Remix) (with Ariana Grande) - Bonus Track:The Weeknd
4cGqn0E8JCSY9gQllQj4Mf,spotify:track:4cGqn0E8JCSY9gQllQj4Mf,Let Somebody Go,4gzpq5DPGxSnKTe4SA8HAU,Coldplay,spotify:artist:4gzpq5DPGxSnKTe4SA8HAU,"['permanent wave', 'pop']",Let Somebody Go:Coldplay
,8-Merlin: Call of the Wyllt,Myths and Legends,,,,,
4kV4N9D1iKVxx1KLvtTpjS,spotify:track:4kV4N9D1iKVxx1KLvtTpjS,"break up with your girlfriend, i'm bored",66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,spotify:artist:66CXWjxzNUsdJxJ2JdwvnR,"['dance pop', 'pop']","break up with your girlfriend, i'm bored:Ariana Grande"
3RZMzCvYsmJ0u2ioKTOsmJ,spotify:track:3RZMzCvYsmJ0u2ioKTOsmJ,Honky Tonk Women - Mono Version,22bE4uQ6baNwSHPVcDxLCe,The Rolling Stones,spotify:artist:22bE4uQ6baNwSHPVcDxLCe,"['british invasion', 'classic rock', 'rock']",Honky Tonk Women - Mono Version:The Rolling Stones
0YsGMHid6sFq5PcToe3JZE,spotify:track:0YsGMHid6sFq5PcToe3JZE,Les,73sIBHcqh3Z3NyqHKZ7FOL,Childish Gambino,spotify:artist:73sIBHcqh3Z3NyqHKZ7FOL,"['atl hip hop', 'hip hop', 'pop', 'rap']",Les:Childish Gambino
0hftTHvrcjlH4Np48OLkc3,spotify:track:0hftTHvrcjlH4Np48OLkc3,Detroit Rock City - Single Version,07XSN3sPlIlB2L2XNcTwJw,KISS,spotify:artist:07XSN3sPlIlB2L2XNcTwJw,"['album rock', 'glam rock', 'hard rock', 'metal', 'rock']",Detroit Rock City - Single Version:KISS
,156-Italian Folklore: Clever Girl,Myths and Legends,,,,,
0ymDgXNt5qdPZmeSpAf3P0,spotify:track:0ymDgXNt5qdPZmeSpAf3P0,Dawn FM - OPN Remix,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,"['canadian contemporary r&b', 'canadian pop', 'pop']",Dawn FM - OPN Remix:The Weeknd
4eaynYNbGdL9F90LGLcUsU,spotify:track:4eaynYNbGdL9F90LGLcUsU,Kill For Your Love,2feDdbD5araYcm6JhFHHw7,Labrinth,spotify:artist:2feDdbD5araYcm6JhFHHw7,"['indie poptimism', 'pop']",Kill For Your Love:Labrinth
3LUvWNx3ceBjsOeuDOMEsl,spotify:track:3LUvWNx3ceBjsOeuDOMEsl,X,0NIIxcxNHmOoyBx03SfTCD,Tinashe,spotify:artist:0NIIxcxNHmOoyBx03SfTCD,"['alternative r&b', 'dance pop', 'electropop', 'metropopolis', 'pop', 'post-teen pop', 'r&b', 'rap', 'urban contemporary']",X:Tinashe
7sO5G9EABYOXQKNPNiE9NR,spotify:track:7sO5G9EABYOXQKNPNiE9NR,Ric Flair Drip (with Metro Boomin),4DdkRBBYG6Yk9Ka8tdJ9BW,Offset,spotify:artist:4DdkRBBYG6Yk9Ka8tdJ9BW,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'viral rap']",Ric Flair Drip (with Metro Boomin):Offset
5ByAIlEEnxYdvpnezg7HTX,spotify:track:5ByAIlEEnxYdvpnezg7HTX,Juicy - 2005 Remaster,5me0Irg2ANcsgc93uaYrpb,The Notorious B.I.G.,spotify:artist:5me0Irg2ANcsgc93uaYrpb,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']",Juicy - 2005 Remaster:The Notorious B.I.G.
5amRolITZmPuqDQOqJ4aWr,spotify:track:5amRolITZmPuqDQOqJ4aWr,Iridium,2feDdbD5araYcm6JhFHHw7,Labrinth,spotify:artist:2feDdbD5araYcm6JhFHHw7,"['indie poptimism', 'pop']",Iridium:Labrinth
6FETzqjLrpCOcE1U8695JB,spotify:track:6FETzqjLrpCOcE1U8695JB,Love is Gone,48Dewct2nrCHCT3NvDcydV,Local Nomad,spotify:artist:48Dewct2nrCHCT3NvDcydV,[],Love is Gone:Local Nomad
2rjCLFdX8n9xLoMZgdMMxt,spotify:track:2rjCLFdX8n9xLoMZgdMMxt,Kya Tum Naraaz Ho? (Raw),1kzKlwoZunQPBWRLCZ7ZvS,Tanmaya Bhatnagar,spotify:artist:1kzKlwoZunQPBWRLCZ7ZvS,"['indian indie', 'indian singer-songwriter']",Kya Tum Naraaz Ho? (Raw):Tanmaya Bhatnagar
7C0yPWHEwTPQ4xqOz96Aro,spotify:track:7C0yPWHEwTPQ4xqOz96Aro,Pieces,01crEa9G3pNpXZ5m7wuHOk,Red,spotify:artist:01crEa9G3pNpXZ5m7wuHOk,"['alternative metal', 'christian alternative rock', 'christian rock', 'nu metal', 'post-grunge', 'rap rock']",Pieces:Red
2amZPTQaX08I5kNY7PvGCb,spotify:track:2amZPTQaX08I5kNY7PvGCb,All for Me Grog,72RvmgEg2omdlMV9aExO6a,The Dubliners,spotify:artist:72RvmgEg2omdlMV9aExO6a,"['celtic', 'irish folk']",All for Me Grog:The Dubliners
71rw9MB77BR8LHMFZK8gKV,spotify:track:71rw9MB77BR8LHMFZK8gKV,SPLAT,5zixe6AbgXPqt4c1uSl94L,Connor Price,spotify:artist:5zixe6AbgXPqt4c1uSl94L,[],SPLAT:Connor Price
7GKMstqz3UYkFvlX93qCyz,spotify:track:7GKMstqz3UYkFvlX93qCyz,Can You Handle My Love??,6DIS6PRrLS3wbnZsf7vYic,WALK THE MOON,spotify:artist:6DIS6PRrLS3wbnZsf7vYic,"['dance rock', 'indie poptimism', 'modern alternative rock', 'modern rock', 'pop rock', 'rock']",Can You Handle My Love??:WALK THE MOON
4CQ8uwWfH9hDCbwj4PUs58,spotify:track:4CQ8uwWfH9hDCbwj4PUs58,Captain Marvel,7z1L55q63jRGHqqS3xcGgl,Pinar Toprak,spotify:artist:7z1L55q63jRGHqqS3xcGgl,"['orchestral soundtrack', 'soundtrack']",Captain Marvel:Pinar Toprak
0LRrtw1MFASb7tgyHqVXnh,spotify:track:0LRrtw1MFASb7tgyHqVXnh,The New National Anthem,4iJLPqClelZOBCBifm8Fzv,Pierce The Veil,spotify:artist:4iJLPqClelZOBCBifm8Fzv,['screamo'],The New National Anthem:Pierce The Veil
0bMuCogMMHhNSq4fd3z1gA,spotify:track:0bMuCogMMHhNSq4fd3z1gA,That Girl,7E2aQQjErJocovYFjYLzWU,Emei,spotify:artist:7E2aQQjErJocovYFjYLzWU,['alt z'],That Girl:Emei
3ATwxbyPDsZWvlBdnyKNPQ,spotify:track:3ATwxbyPDsZWvlBdnyKNPQ,Body - Dzeko Remix,6t1gpxYbY8OlLA7D2RiikQ,Loud Luxury,spotify:artist:6t1gpxYbY8OlLA7D2RiikQ,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",Body - Dzeko Remix:Loud Luxury
5cx69hp8gMQnSXoIKcp1BS,spotify:track:5cx69hp8gMQnSXoIKcp1BS,Is Shaane Karam Ka (Qawali),5HcunTidTUrOaf8V0iJcvl,Nusrat Fateh Ali Khan,spotify:artist:5HcunTidTUrOaf8V0iJcvl,"['indian fusion', 'pakistani folk', 'qawwali', 'sufi', 'world']",Is Shaane Karam Ka (Qawali):Nusrat Fateh Ali Khan
6IhwFQi9EeKCTlqBRAEftl,spotify:track:6IhwFQi9EeKCTlqBRAEftl,47 Ronin,147dKKwnUn9qesNx8uAs3Z,Ilan Eshkeri,spotify:artist:147dKKwnUn9qesNx8uAs3Z,"['british soundtrack', 'orchestral soundtrack', 'scorecore', 'soundtrack', 'video game music']",47 Ronin:Ilan Eshkeri
6jGyDvL1Rf4XfwTb25o1HN,spotify:track:6jGyDvL1Rf4XfwTb25o1HN,My Truck,0C86lmpnwiyLDUiyo4d0P1,BRELAND,spotify:artist:0C86lmpnwiyLDUiyo4d0P1,"['black americana', 'contemporary country']",My Truck:BRELAND
6Jrdb6CFOJEGaHjaa6c4WR,spotify:track:6Jrdb6CFOJEGaHjaa6c4WR,IDGAF (with blackbear),1Cd373x8qzC7SNUg5IToqp,BoyWithUke,spotify:artist:1Cd373x8qzC7SNUg5IToqp,['sad rap'],IDGAF (with blackbear):BoyWithUke
,16-Russian Fairy Tales: She-Who-Must-Not-Be-Named,Myths and Legends,,,,,
2dpvWYtKzDPrYPcyDjWhKH,spotify:track:2dpvWYtKzDPrYPcyDjWhKH,Mein Koun Houn,2RfI4XISnS6FG3xXryReUh,Mooroo,spotify:artist:2RfI4XISnS6FG3xXryReUh,"['pakistani indie', 'pakistani pop']",Mein Koun Houn:Mooroo
0xzI1KAr0Yd9tv8jlIk3sn,spotify:track:0xzI1KAr0Yd9tv8jlIk3sn,Bad Decisions (with BTS & Snoop Dogg),5CiGnKThu5ctn9pBxv7DGa,benny blanco,spotify:artist:5CiGnKThu5ctn9pBxv7DGa,"['dance pop', 'edm', 'electropop', 'pop', 'pop rap']",Bad Decisions (with BTS & Snoop Dogg):benny blanco
,81-Trolls: Breakups,Myths and Legends,,,,,
7rK0iM6jwuo1oizdx8suQA,spotify:track:7rK0iM6jwuo1oizdx8suQA,Is This Love ('09) (feat. 50 Cent),7dGJo4pcD2V6oG8kP0tJRR,Eminem,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,"['detroit hip hop', 'hip hop', 'rap']",Is This Love ('09) (feat. 50 Cent):Eminem
,Ain't No Grave - Epic Trailer Version,Hidden Citizens,,,,,
,177A-Trojan War: Rage,Myths and Legends,,,,,
2ZHmpnRwmi4O9HNg7boRAE,spotify:track:2ZHmpnRwmi4O9HNg7boRAE,Blinding Lights,4heB99lOV88YPl2wZBl57i,Saph's Story,spotify:artist:4heB99lOV88YPl2wZBl57i,[],Blinding Lights:Saph's Story
2TVxnKdb3tqe1nhQWwwZCO,spotify:track:2TVxnKdb3tqe1nhQWwwZCO,Tiny Dancer,3PhoLpVuITZKcymswpck5b,Elton John,spotify:artist:3PhoLpVuITZKcymswpck5b,"['glam rock', 'mellow gold', 'piano rock']",Tiny Dancer:Elton John
79nkN1EmB1B03uZi9DcS4w,spotify:track:79nkN1EmB1B03uZi9DcS4w,Sugar,0NB5HROxc8dDBXpkIi1v3d,Remi Wolf,spotify:artist:0NB5HROxc8dDBXpkIi1v3d,"['indie pop', 'indie r&b', 'modern alternative pop', 'pop']",Sugar:Remi Wolf
,"Main Sharabi (From ""Cocktail"")",Imran Aziz,,,,,
5T9MGVnvW9FaW6apsqLRwU,spotify:track:5T9MGVnvW9FaW6apsqLRwU,Aisay Kaisay,4sqyi6AnMdNtF5H0UD1Nv5,Taha G,spotify:artist:4sqyi6AnMdNtF5H0UD1Nv5,"['pakistani hip hop', 'pakistani indie', 'pakistani pop']",Aisay Kaisay:Taha G
,"Smells Like Teen Spirit (From ""Black Widow"")",Geek Music,,,,,
2r6OAV3WsYtXuXjvJ1lIDi,spotify:track:2r6OAV3WsYtXuXjvJ1lIDi,Hello (feat. A Boogie Wit da Hoodie),0eDvMgVFoNV3TpwtrVCoTj,Pop Smoke,spotify:artist:0eDvMgVFoNV3TpwtrVCoTj,['brooklyn drill'],Hello (feat. A Boogie Wit da Hoodie):Pop Smoke
2e3XcLWd1SzB5jlJu53blm,spotify:track:2e3XcLWd1SzB5jlJu53blm,FALLEN STAR (feat. Y2K),7mX72Bq2iXNr8fZdu23fQL,Boslen,spotify:artist:7mX72Bq2iXNr8fZdu23fQL,"['bc underground hip hop', 'canadian hip hop', 'indie hip hop', 'trap soul', 'underground hip hop']",FALLEN STAR (feat. Y2K):Boslen
4UldILPVpnZO69ffK4B9aA,spotify:track:4UldILPVpnZO69ffK4B9aA,Tubarão Te Amo,6WIjKbyqeO9MkfNMFJsF50,Dj LK da Escócia,spotify:artist:6WIjKbyqeO9MkfNMFJsF50,"['funk carioca', 'funk rj']",Tubarão Te Amo:Dj LK da Escócia
6SWsSQnuTOyE6DOJG7Zdi4,spotify:track:6SWsSQnuTOyE6DOJG7Zdi4,Sun Lo Na (Raw),3xZ9z6k4Suc2O8cAiwMt7h,Suzonn,spotify:artist:3xZ9z6k4Suc2O8cAiwMt7h,"['indian indie', 'indian singer-songwriter']",Sun Lo Na (Raw):Suzonn
4RWMUN7m78hYp4nvXVCxzJ,spotify:track:4RWMUN7m78hYp4nvXVCxzJ,Dreams,2UwJRAgSOi1zcLkvUNc8XL,Anamanaguchi,spotify:artist:2UwJRAgSOi1zcLkvUNc8XL,"['bitpop', 'chiptune', 'indie game soundtrack', 'nintendocore']",Dreams:Anamanaguchi
7bYZBVrnRfqeaPbhRyEvK3,spotify:track:7bYZBVrnRfqeaPbhRyEvK3,Thrift Shop (feat. Wanz),5BcAKTbp20cv7tC5VqPFoC,Macklemore & Ryan Lewis,spotify:artist:5BcAKTbp20cv7tC5VqPFoC,"['dance pop', 'pop', 'pop rap', 'seattle hip hop']",Thrift Shop (feat. Wanz):Macklemore & Ryan Lewis
3OAFzjwWionh8OfM4kgf2R,spotify:track:3OAFzjwWionh8OfM4kgf2R,Main Yahaan Hoon,5Uvn1P3OFu268QovsUAnDu,Madan Mohan,spotify:artist:5Uvn1P3OFu268QovsUAnDu,"['classic bollywood', 'desi pop', 'filmi', 'indian instrumental', 'modern bollywood']",Main Yahaan Hoon:Madan Mohan
27ZZdyTSQWI7Cug2d2PkqV,spotify:track:27ZZdyTSQWI7Cug2d2PkqV,BILLIE EILISH.,2qAwMsiIjTzlmfAkXKvhVA,Armani White,spotify:artist:2qAwMsiIjTzlmfAkXKvhVA,['indie hip hop'],BILLIE EILISH.:Armani White
2DQ1ITjI0YoLFzuADN1ZBW,spotify:track:2DQ1ITjI0YoLFzuADN1ZBW,No Limit,02kJSzxNuaWGqwubyUba0Z,G-Eazy,spotify:artist:02kJSzxNuaWGqwubyUba0Z,"['hip hop', 'indie pop rap', 'oakland hip hop', 'pop', 'pop rap', 'rap']",No Limit:G-Eazy
1cZlBZwnwGPtYeRIeQcoFh,spotify:track:1cZlBZwnwGPtYeRIeQcoFh,wonderful,0Y5tJX1MQlPlqiwlOH1tJY,Travis Scott,spotify:artist:0Y5tJX1MQlPlqiwlOH1tJY,"['rap', 'slap house']",wonderful:Travis Scott
0Z2J91b2iTGLVTZC4fKgxf,spotify:track:0Z2J91b2iTGLVTZC4fKgxf,Hit 'Em Up - Single Version,1ZwdS5xdxEREPySFridCfh,2Pac,spotify:artist:1ZwdS5xdxEREPySFridCfh,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",Hit 'Em Up - Single Version:2Pac
27GmP9AWRs744SzKcpJsTZ,spotify:track:27GmP9AWRs744SzKcpJsTZ,Jumpman,3TVXtAsR1Inumwj472S9r4,Drake,spotify:artist:3TVXtAsR1Inumwj472S9r4,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",Jumpman:Drake
48KXAIruJ07kJVCWOGohMV,spotify:track:48KXAIruJ07kJVCWOGohMV,P*$$Y Fairy (OTW),5ZS223C6JyBfXasXxrRqOk,Jhené Aiko,spotify:artist:5ZS223C6JyBfXasXxrRqOk,"['pop', 'r&b', 'urban contemporary']",P*$$Y Fairy (OTW):Jhené Aiko
2RZdAijtSxycg4oCoxV7mr,spotify:track:2RZdAijtSxycg4oCoxV7mr,Maare Kakkya,0O7Iu0NZE2lU74tHPcel7c,Ali Hamza,spotify:artist:0O7Iu0NZE2lU74tHPcel7c,[],Maare Kakkya:Ali Hamza
2ogKhhoMClkFXek7ZgxAhN,spotify:track:2ogKhhoMClkFXek7ZgxAhN,Shameless,4nDoRrQiYLoBzwC5BhVJzF,Camila Cabello,spotify:artist:4nDoRrQiYLoBzwC5BhVJzF,"['dance pop', 'pop', 'post-teen pop']",Shameless:Camila Cabello
79w5oc04QaB15czB3qO95w,spotify:track:79w5oc04QaB15czB3qO95w,Stranger,5yw4tA8D5uG7tT3NaDvq10,Stellar,spotify:artist:5yw4tA8D5uG7tT3NaDvq10,['social media pop'],Stranger:Stellar
21RzyxY3EFaxVy6K4RqaU9,spotify:track:21RzyxY3EFaxVy6K4RqaU9,Body,6t1gpxYbY8OlLA7D2RiikQ,Loud Luxury,spotify:artist:6t1gpxYbY8OlLA7D2RiikQ,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",Body:Loud Luxury
51AP51OFGujGTmBoS7Pf14,spotify:track:51AP51OFGujGTmBoS7Pf14,SLIDE,68kEuyFKyqrdQQLLsmiatm,Vince Staples,spotify:artist:68kEuyFKyqrdQQLLsmiatm,"['conscious hip hop', 'hip hop', 'rap', 'underground hip hop']",SLIDE:Vince Staples
,Yokai Legends Season 1 Episode 1: Sea Monsters,Yokai Legends,,,,,
3JekHmsaTUG200nNWBQSZb,spotify:track:3JekHmsaTUG200nNWBQSZb,The Expanse Theme,23Vu6ClvSnmNSbz3ODd3iJ,Clinton Shorter,spotify:artist:23Vu6ClvSnmNSbz3ODd3iJ,"['canadian soundtrack', 'epicore', 'orchestral soundtrack', 'scorecore', 'soundtrack', 'video game music']",The Expanse Theme:Clinton Shorter
2xLMifQCjDGFmkHkpNLD9h,spotify:track:2xLMifQCjDGFmkHkpNLD9h,SICKO MODE,0Y5tJX1MQlPlqiwlOH1tJY,Travis Scott,spotify:artist:0Y5tJX1MQlPlqiwlOH1tJY,"['rap', 'slap house']",SICKO MODE:Travis Scott
29SCafHwRyXYg1b4fEFhVA,spotify:track:29SCafHwRyXYg1b4fEFhVA,Pacify Her (Melanie Martinez) - Sped Up Version,0M2CO5ijP35MDhNwvpgxTV,sped up nightcore,spotify:artist:0M2CO5ijP35MDhNwvpgxTV,"['nightcore', 'sped up']",Pacify Her (Melanie Martinez) - Sped Up Version:sped up nightcore
4xBjsLUSjcx2h7PcRikpQp,spotify:track:4xBjsLUSjcx2h7PcRikpQp,OMG (feat. Quavo),4nDoRrQiYLoBzwC5BhVJzF,Camila Cabello,spotify:artist:4nDoRrQiYLoBzwC5BhVJzF,"['dance pop', 'pop', 'post-teen pop']",OMG (feat. Quavo):Camila Cabello
21jdKUCgXSukh8jRRxIObL,spotify:track:21jdKUCgXSukh8jRRxIObL,Baazi,2MNI4W0Pblx8NF4WvutxgA,Aima Baig,spotify:artist:2MNI4W0Pblx8NF4WvutxgA,['pakistani pop'],Baazi:Aima Baig
0EH7sgeiFqDa3eS7ieW2zs,spotify:track:0EH7sgeiFqDa3eS7ieW2zs,Chammak Challo,0z4gvV4rjIZ9wHck67ucSV,Akon,spotify:artist:0z4gvV4rjIZ9wHck67ucSV,['dance pop'],Chammak Challo:Akon
7DKS0rX27cCEPsK0R6tFWS,spotify:track:7DKS0rX27cCEPsK0R6tFWS,Wasted Times,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,"['canadian contemporary r&b', 'canadian pop', 'pop']",Wasted Times:The Weeknd
0k1WUmIRnG3xU6fvvDVfRG,spotify:track:0k1WUmIRnG3xU6fvvDVfRG,Way 2 Sexy (with Future & Young Thug),3TVXtAsR1Inumwj472S9r4,Drake,spotify:artist:3TVXtAsR1Inumwj472S9r4,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",Way 2 Sexy (with Future & Young Thug):Drake
0yQgvvEyDS5xICpMsj6O2k,spotify:track:0yQgvvEyDS5xICpMsj6O2k,Hotel (Sped Up),4KatuTqriDODW9YiAIZD3T,Lawsy,spotify:artist:4KatuTqriDODW9YiAIZD3T,['dark plugg'],Hotel (Sped Up):Lawsy
1NBoGIIGzCvYKRgAQrIMBA,spotify:track:1NBoGIIGzCvYKRgAQrIMBA,Only One,2d58BZUfGvr3SyaCnFArKX,Reem,spotify:artist:2d58BZUfGvr3SyaCnFArKX,[],Only One:Reem
38XLUjlR84JEwK0SOvX77a,spotify:track:38XLUjlR84JEwK0SOvX77a,Let's go to Hell,2kCO8LXN1usaOPL3iEE28I,Tai Verdes,spotify:artist:2kCO8LXN1usaOPL3iEE28I,"['modern indie pop', 'pop']",Let's go to Hell:Tai Verdes
